<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY22SEP35700PE,07/14/2022,09:56:00,1525.75,1525.75,1525.75,1525.75,26,0
BANKNIFTY22SEP35700PE,07/15/2022,15:17:00,1609.95,1609.95,1609.95,1609.95,26,25
BANKNIFTY22SEP35700PE,07/19/2022,09:48:00,1260.05,1260.05,1260.05,1260.05,26,50
BANKNIFTY22SEP35700PE,07/19/2022,10:10:00,1207.35,1207.35,1207.35,1207.35,25,75
BANKNIFTY22SEP35700PE,07/19/2022,14:58:00,1047.00,1047.00,1047.00,1047.00,100,100
BANKNIFTY22SEP35700PE,07/20/2022,09:26:00,975.00,975.00,975.00,975.00,26,125
BANKNIFTY22SEP35700PE,07/20/2022,09:48:00,962.40,962.40,962.40,962.40,50,125
BANKNIFTY22SEP35700PE,07/20/2022,09:50:00,915.90,915.90,915.90,915.90,50,125
BANKNIFTY22SEP35700PE,07/20/2022,12:34:00,915.90,915.90,915.90,915.90,100,125
BANKNIFTY22SEP35700PE,07/20/2022,13:13:00,955.00,955.00,955.00,955.00,25,225
BANKNIFTY22SEP35700PE,07/21/2022,15:11:00,949.05,949.05,949.05,949.05,26,250
BANKNIFTY22SEP35700PE,07/22/2022,09:31:00,830.00,830.00,830.00,830.00,26,225
BANKNIFTY22SEP35700PE,07/22/2022,09:32:00,830.00,830.00,830.00,830.00,25,225
BANKNIFTY22SEP35700PE,07/22/2022,12:05:00,800.00,800.00,800.00,800.00,25,200
BANKNIFTY22SEP35700PE,07/25/2022,12:05:00,818.60,818.60,818.60,818.60,26,225
BANKNIFTY22SEP35700PE,07/25/2022,12:22:00,781.10,781.10,781.10,781.10,25,225
BANKNIFTY22SEP35700PE,07/26/2022,15:10:00,835.00,835.00,835.00,835.00,51,225
BANKNIFTY22SEP35700PE,07/26/2022,15:11:00,801.05,801.05,801.05,801.05,150,225
BANKNIFTY22SEP35700PE,07/27/2022,09:52:00,832.30,832.30,832.30,832.30,26,375
BANKNIFTY22SEP35700PE,07/27/2022,10:30:00,825.00,825.00,825.00,825.00,175,400
BANKNIFTY22SEP35700PE,07/27/2022,10:36:00,820.00,820.00,820.00,820.00,25,275
BANKNIFTY22SEP35700PE,07/27/2022,13:05:00,740.00,740.00,740.00,740.00,25,275
BANKNIFTY22SEP35700PE,07/27/2022,14:27:00,725.00,725.00,725.00,725.00,50,300
BANKNIFTY22SEP35700PE,07/28/2022,09:29:00,550.00,575.00,550.00,575.00,76,350
BANKNIFTY22SEP35700PE,07/28/2022,09:30:00,575.00,575.00,575.00,575.00,75,350
BANKNIFTY22SEP35700PE,07/28/2022,09:32:00,575.00,575.00,575.00,575.00,50,350
BANKNIFTY22SEP35700PE,07/28/2022,10:31:00,575.00,575.00,575.00,575.00,75,350
BANKNIFTY22SEP35700PE,07/28/2022,10:50:00,525.20,525.20,525.20,525.20,25,350
BANKNIFTY22SEP35700PE,07/28/2022,10:52:00,525.20,525.20,525.20,525.20,50,350
BANKNIFTY22SEP35700PE,07/28/2022,10:53:00,525.20,525.20,525.20,525.20,25,350
BANKNIFTY22SEP35700PE,07/28/2022,10:54:00,530.00,530.00,530.00,530.00,25,350
BANKNIFTY22SEP35700PE,07/28/2022,11:59:00,545.00,545.00,545.00,545.00,50,350
BANKNIFTY22SEP35700PE,07/28/2022,13:31:00,509.90,509.90,509.90,509.90,50,350
BANKNIFTY22SEP35700PE,07/28/2022,13:37:00,509.90,509.90,509.90,509.90,25,300
BANKNIFTY22SEP35700PE,07/28/2022,14:23:00,509.90,509.90,509.90,509.90,25,300
BANKNIFTY22SEP35700PE,07/29/2022,09:29:00,440.00,440.00,440.00,440.00,76,300
BANKNIFTY22SEP35700PE,07/29/2022,09:35:00,426.80,426.80,426.80,426.80,50,375
BANKNIFTY22SEP35700PE,07/29/2022,10:22:00,426.80,426.80,426.80,426.80,25,375
BANKNIFTY22SEP35700PE,07/29/2022,10:27:00,497.60,497.60,497.60,497.60,25,350
BANKNIFTY22SEP35700PE,07/29/2022,10:34:00,513.60,513.60,513.60,513.60,25,350
BANKNIFTY22SEP35700PE,07/29/2022,10:36:00,517.90,517.90,517.90,517.90,25,325
BANKNIFTY22SEP35700PE,07/29/2022,13:45:00,517.90,517.90,517.90,517.90,25,300
BANKNIFTY22SEP35700PE,07/29/2022,13:51:00,475.00,475.00,475.00,475.00,25,300
BANKNIFTY22SEP35700PE,07/29/2022,13:55:00,470.00,470.00,470.00,470.00,25,300
