<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY22JUL37700PE,07/01/2022,09:41:00,4287.50,4287.50,4287.50,4287.50,26,200
BANKNIFTY22JUL37700PE,07/01/2022,13:47:00,4354.00,4354.00,4354.00,4354.00,25,225
BANKNIFTY22JUL37700PE,07/08/2022,09:17:00,2573.00,2573.00,2573.00,2573.00,51,200
BANKNIFTY22JUL37700PE,07/08/2022,14:46:00,2585.75,2585.75,2585.75,2585.75,25,225
BANKNIFTY22JUL37700PE,07/08/2022,15:25:00,2611.95,2611.95,2611.95,2611.95,25,200
BANKNIFTY22JUL37700PE,07/11/2022,09:20:00,2423.60,2423.60,2423.60,2423.60,26,200
BANKNIFTY22JUL37700PE,07/11/2022,12:36:00,2402.75,2402.75,2402.75,2402.75,25,200
BANKNIFTY22JUL37700PE,07/13/2022,12:05:00,2647.90,2647.90,2647.90,2647.90,26,175
BANKNIFTY22JUL37700PE,07/21/2022,09:38:00,1635.00,1635.00,1635.00,1635.00,251,175
BANKNIFTY22JUL37700PE,07/21/2022,09:55:00,1588.60,1588.60,1588.60,1588.60,100,425
BANKNIFTY22JUL37700PE,07/21/2022,10:04:00,1609.55,1609.55,1609.55,1609.55,50,525
BANKNIFTY22JUL37700PE,07/21/2022,10:12:00,1578.30,1578.30,1578.30,1578.30,25,575
BANKNIFTY22JUL37700PE,07/21/2022,10:13:00,1578.30,1578.30,1578.30,1578.30,25,575
BANKNIFTY22JUL37700PE,07/21/2022,10:16:00,1602.30,1602.30,1602.30,1602.30,150,575
BANKNIFTY22JUL37700PE,07/21/2022,10:56:00,1593.65,1593.65,1593.65,1593.65,25,725
BANKNIFTY22JUL37700PE,07/21/2022,11:28:00,1510.55,1510.55,1505.00,1505.00,150,700
BANKNIFTY22JUL37700PE,07/21/2022,11:29:00,1500.10,1500.10,1500.10,1500.10,75,700
BANKNIFTY22JUL37700PE,07/21/2022,11:40:00,1899.95,1899.95,1899.95,1899.95,25,600
BANKNIFTY22JUL37700PE,07/21/2022,12:28:00,932.95,932.95,932.95,932.95,25,625
BANKNIFTY22JUL37700PE,07/21/2022,12:29:00,1448.00,1448.00,1448.00,1448.00,25,625
BANKNIFTY22JUL37700PE,07/21/2022,13:05:00,1243.45,1243.45,1243.45,1243.45,25,625
BANKNIFTY22JUL37700PE,07/22/2022,09:15:00,1406.95,1433.95,1395.80,1395.80,251,650
BANKNIFTY22JUL37700PE,07/22/2022,09:16:00,1332.50,1332.50,1321.35,1321.35,75,650
BANKNIFTY22JUL37700PE,07/22/2022,09:17:00,1321.35,1321.35,1321.35,1321.35,25,650
BANKNIFTY22JUL37700PE,07/22/2022,09:19:00,1300.00,1300.00,1300.00,1300.00,25,650
BANKNIFTY22JUL37700PE,07/22/2022,09:25:00,1253.30,1253.30,1253.30,1253.30,150,675
BANKNIFTY22JUL37700PE,07/22/2022,09:27:00,1231.20,1231.20,1231.20,1231.20,25,600
BANKNIFTY22JUL37700PE,07/22/2022,09:28:00,1231.20,1247.75,1231.20,1247.75,275,600
BANKNIFTY22JUL37700PE,07/22/2022,09:29:00,1217.35,1217.35,1217.35,1217.35,25,900
BANKNIFTY22JUL37700PE,07/22/2022,09:31:00,1217.35,1217.35,1217.35,1217.35,50,900
BANKNIFTY22JUL37700PE,07/22/2022,09:34:00,1258.70,1258.70,1239.95,1239.95,100,975
BANKNIFTY22JUL37700PE,07/22/2022,09:39:00,1256.35,1256.35,1255.80,1255.80,75,1075
BANKNIFTY22JUL37700PE,07/22/2022,09:42:00,1265.40,1265.40,1265.40,1265.40,25,1075
BANKNIFTY22JUL37700PE,07/22/2022,09:52:00,1260.40,1260.40,1260.40,1260.40,50,1150
BANKNIFTY22JUL37700PE,07/22/2022,09:53:00,1246.05,1246.05,1246.05,1246.05,50,1150
BANKNIFTY22JUL37700PE,07/22/2022,09:55:00,1245.60,1245.60,1245.60,1245.60,50,1150
BANKNIFTY22JUL37700PE,07/22/2022,09:58:00,1264.30,1264.30,1264.30,1264.30,25,1175
BANKNIFTY22JUL37700PE,07/22/2022,10:08:00,1200.00,1200.00,1200.00,1200.00,25,1200
BANKNIFTY22JUL37700PE,07/22/2022,10:20:00,1200.00,1200.00,1200.00,1200.00,25,1225
BANKNIFTY22JUL37700PE,07/22/2022,10:25:00,1245.25,1245.25,1235.60,1235.60,50,1225
BANKNIFTY22JUL37700PE,07/22/2022,10:42:00,1271.15,1271.15,1271.15,1271.15,75,1225
BANKNIFTY22JUL37700PE,07/22/2022,10:59:00,1230.20,1230.20,1230.20,1230.20,25,1175
BANKNIFTY22JUL37700PE,07/22/2022,11:12:00,1250.80,1250.80,1250.80,1250.80,50,1175
BANKNIFTY22JUL37700PE,07/22/2022,11:21:00,1258.40,1258.40,1258.40,1258.40,25,1175
BANKNIFTY22JUL37700PE,07/22/2022,11:23:00,1264.20,1264.20,1264.20,1264.20,25,1175
BANKNIFTY22JUL37700PE,07/22/2022,11:35:00,1242.80,1242.80,1242.80,1242.80,50,1200
BANKNIFTY22JUL37700PE,07/22/2022,11:49:00,1160.00,1160.00,1160.00,1160.00,50,1175
BANKNIFTY22JUL37700PE,07/22/2022,11:52:00,1157.85,1157.85,1157.85,1157.85,50,1175
BANKNIFTY22JUL37700PE,07/22/2022,11:53:00,1115.85,1115.85,1115.85,1115.85,50,1175
BANKNIFTY22JUL37700PE,07/22/2022,11:54:00,1115.85,1119.80,1115.85,1119.80,75,1175
BANKNIFTY22JUL37700PE,07/22/2022,12:03:00,1095.75,1095.75,1095.75,1095.75,25,1175
BANKNIFTY22JUL37700PE,07/22/2022,12:04:00,1095.75,1095.75,1095.75,1095.75,25,1300
BANKNIFTY22JUL37700PE,07/22/2022,12:05:00,1120.55,1120.55,1120.55,1120.55,25,1300
BANKNIFTY22JUL37700PE,07/22/2022,12:07:00,1096.00,1100.65,1096.00,1100.65,50,1275
BANKNIFTY22JUL37700PE,07/22/2022,12:08:00,1097.00,1097.00,1097.00,1097.00,25,1275
BANKNIFTY22JUL37700PE,07/22/2022,12:09:00,1105.65,1105.65,1105.65,1105.65,25,1300
BANKNIFTY22JUL37700PE,07/22/2022,12:11:00,1108.00,1108.00,1108.00,1108.00,25,1300
BANKNIFTY22JUL37700PE,07/22/2022,12:12:00,1098.25,1098.25,1098.25,1098.25,25,1300
BANKNIFTY22JUL37700PE,07/22/2022,12:13:00,1052.25,1074.00,1052.25,1074.00,225,1300
BANKNIFTY22JUL37700PE,07/22/2022,12:14:00,1071.10,1075.00,1071.10,1075.00,125,1425
BANKNIFTY22JUL37700PE,07/22/2022,12:15:00,1070.95,1070.95,1070.95,1070.95,25,1425
BANKNIFTY22JUL37700PE,07/22/2022,12:17:00,1092.40,1092.40,1092.40,1092.40,75,1425
BANKNIFTY22JUL37700PE,07/22/2022,12:18:00,1085.00,1085.00,1085.00,1085.00,250,1550
BANKNIFTY22JUL37700PE,07/22/2022,12:19:00,1077.30,1080.00,1077.30,1080.00,325,1550
BANKNIFTY22JUL37700PE,07/22/2022,12:20:00,1086.70,1088.00,1086.70,1088.00,75,2075
BANKNIFTY22JUL37700PE,07/22/2022,12:21:00,1091.10,1091.10,1091.10,1091.10,25,2075
BANKNIFTY22JUL37700PE,07/22/2022,12:22:00,1105.15,1105.15,1101.65,1101.65,125,2075
BANKNIFTY22JUL37700PE,07/22/2022,12:26:00,1083.95,1083.95,1083.95,1083.95,25,2150
BANKNIFTY22JUL37700PE,07/22/2022,12:28:00,1076.10,1076.10,1076.10,1076.10,25,2150
BANKNIFTY22JUL37700PE,07/22/2022,12:29:00,1077.00,1077.00,1077.00,1077.00,150,2150
BANKNIFTY22JUL37700PE,07/22/2022,12:32:00,1086.35,1086.35,1086.35,1086.35,50,2325
BANKNIFTY22JUL37700PE,07/22/2022,12:35:00,1090.00,1090.00,1090.00,1090.00,50,2325
BANKNIFTY22JUL37700PE,07/22/2022,12:39:00,1048.00,1048.00,1041.50,1041.50,350,2350
BANKNIFTY22JUL37700PE,07/22/2022,12:40:00,1040.30,1044.00,1040.30,1042.05,300,2350
BANKNIFTY22JUL37700PE,07/22/2022,12:41:00,1047.40,1065.00,1047.40,1065.00,400,2350
BANKNIFTY22JUL37700PE,07/22/2022,12:42:00,1052.60,1052.60,1037.70,1037.70,325,2675
BANKNIFTY22JUL37700PE,07/22/2022,12:44:00,1037.70,1039.00,1037.45,1037.45,425,3150
BANKNIFTY22JUL37700PE,07/22/2022,12:47:00,1037.45,1037.45,1037.45,1037.45,50,3150
BANKNIFTY22JUL37700PE,07/22/2022,12:48:00,1047.50,1047.50,1047.50,1047.50,50,3325
BANKNIFTY22JUL37700PE,07/22/2022,12:51:00,1021.60,1021.60,1021.60,1021.60,100,3325
BANKNIFTY22JUL37700PE,07/22/2022,12:52:00,1020.15,1020.15,1020.15,1020.15,50,3325
BANKNIFTY22JUL37700PE,07/22/2022,12:53:00,1013.85,1013.85,1013.85,1013.85,100,3325
BANKNIFTY22JUL37700PE,07/22/2022,12:54:00,1013.85,1013.85,1013.85,1013.85,50,3450
BANKNIFTY22JUL37700PE,07/22/2022,12:55:00,1001.95,1001.95,1001.95,1001.95,25,3450
BANKNIFTY22JUL37700PE,07/22/2022,12:56:00,998.10,998.10,998.10,998.10,25,3450
BANKNIFTY22JUL37700PE,07/22/2022,12:58:00,998.10,998.10,998.10,998.10,50,3550
BANKNIFTY22JUL37700PE,07/22/2022,12:59:00,1021.25,1025.50,1021.25,1023.75,225,3550
BANKNIFTY22JUL37700PE,07/22/2022,13:00:00,1034.85,1054.00,1034.85,1054.00,325,3800
BANKNIFTY22JUL37700PE,07/22/2022,13:01:00,1048.85,1059.05,1048.85,1059.05,100,3800
BANKNIFTY22JUL37700PE,07/22/2022,13:02:00,1049.80,1049.80,1045.00,1045.00,400,3800
BANKNIFTY22JUL37700PE,07/22/2022,13:03:00,1055.00,1055.00,1050.70,1050.70,50,4200
BANKNIFTY22JUL37700PE,07/22/2022,13:04:00,1058.45,1058.45,1058.45,1058.45,25,4200
BANKNIFTY22JUL37700PE,07/22/2022,13:06:00,1071.25,1082.25,1071.25,1082.25,350,4275
BANKNIFTY22JUL37700PE,07/22/2022,13:07:00,1084.60,1084.60,1084.60,1084.60,300,4275
BANKNIFTY22JUL37700PE,07/22/2022,13:09:00,1062.10,1062.10,1062.10,1062.10,50,4325
BANKNIFTY22JUL37700PE,07/22/2022,13:12:00,1070.05,1070.05,1070.05,1070.05,75,4300
BANKNIFTY22JUL37700PE,07/22/2022,13:13:00,1071.80,1071.80,1071.80,1071.80,100,4300
BANKNIFTY22JUL37700PE,07/22/2022,13:17:00,1050.00,1050.00,1050.00,1050.00,75,4325
BANKNIFTY22JUL37700PE,07/22/2022,13:19:00,1048.90,1048.90,1048.00,1048.00,50,4325
BANKNIFTY22JUL37700PE,07/22/2022,13:20:00,1046.50,1046.50,1046.50,1046.50,25,4325
BANKNIFTY22JUL37700PE,07/22/2022,13:22:00,1071.10,1071.10,1071.10,1071.10,25,4375
BANKNIFTY22JUL37700PE,07/22/2022,13:25:00,1080.00,1080.00,1070.20,1070.20,50,4400
BANKNIFTY22JUL37700PE,07/22/2022,13:29:00,1109.00,1109.00,1108.95,1108.95,75,4425
BANKNIFTY22JUL37700PE,07/22/2022,13:30:00,1109.00,1109.00,1093.25,1093.40,125,4425
BANKNIFTY22JUL37700PE,07/22/2022,13:31:00,1109.00,1109.00,1109.00,1109.00,175,4425
BANKNIFTY22JUL37700PE,07/22/2022,13:32:00,1110.00,1125.00,1110.00,1125.00,275,4425
BANKNIFTY22JUL37700PE,07/22/2022,13:35:00,1100.40,1100.40,1100.40,1100.40,25,4200
BANKNIFTY22JUL37700PE,07/22/2022,13:36:00,1088.10,1088.10,1077.90,1077.90,75,4225
BANKNIFTY22JUL37700PE,07/22/2022,13:40:00,1062.00,1062.00,1062.00,1062.00,100,4225
BANKNIFTY22JUL37700PE,07/22/2022,13:42:00,1058.40,1058.40,1058.40,1058.40,25,4325
BANKNIFTY22JUL37700PE,07/22/2022,13:43:00,1060.80,1060.80,1060.80,1060.80,25,4325
BANKNIFTY22JUL37700PE,07/22/2022,13:45:00,1032.20,1032.20,1032.20,1032.20,25,4325
BANKNIFTY22JUL37700PE,07/22/2022,13:50:00,1035.25,1035.25,1035.25,1035.25,25,4300
BANKNIFTY22JUL37700PE,07/22/2022,13:51:00,1042.80,1042.80,1033.25,1033.25,100,4350
BANKNIFTY22JUL37700PE,07/22/2022,13:53:00,1037.45,1037.45,1037.45,1037.45,25,4350
BANKNIFTY22JUL37700PE,07/22/2022,13:54:00,1026.40,1026.40,1026.40,1026.40,25,4350
BANKNIFTY22JUL37700PE,07/22/2022,13:55:00,1035.00,1035.00,1035.00,1035.00,50,4425
BANKNIFTY22JUL37700PE,07/22/2022,13:56:00,1041.45,1041.45,1041.45,1041.45,50,4425
BANKNIFTY22JUL37700PE,07/22/2022,13:59:00,1042.80,1054.20,1042.80,1048.80,400,4525
BANKNIFTY22JUL37700PE,07/22/2022,14:01:00,1070.15,1070.15,1070.15,1070.15,25,4800
BANKNIFTY22JUL37700PE,07/22/2022,14:03:00,1001.30,1001.30,1000.00,1000.00,375,4800
BANKNIFTY22JUL37700PE,07/22/2022,14:04:00,995.00,995.00,995.00,995.00,100,4800
BANKNIFTY22JUL37700PE,07/22/2022,14:05:00,995.00,996.10,995.00,996.10,50,4800
BANKNIFTY22JUL37700PE,07/22/2022,14:07:00,988.25,988.25,966.55,966.55,200,5125
BANKNIFTY22JUL37700PE,07/22/2022,14:10:00,966.55,966.55,966.55,966.55,50,5050
BANKNIFTY22JUL37700PE,07/22/2022,14:12:00,969.10,969.10,969.10,969.10,25,5100
BANKNIFTY22JUL37700PE,07/22/2022,14:13:00,1000.10,1000.10,1000.10,1000.10,75,5100
BANKNIFTY22JUL37700PE,07/22/2022,14:15:00,1000.00,1000.00,991.25,991.25,75,5225
BANKNIFTY22JUL37700PE,07/22/2022,14:17:00,986.75,986.75,986.75,986.75,75,5225
BANKNIFTY22JUL37700PE,07/22/2022,14:19:00,1016.55,1017.00,1010.15,1010.15,175,5250
BANKNIFTY22JUL37700PE,07/22/2022,14:20:00,1010.15,1010.15,1010.15,1010.15,25,5250
BANKNIFTY22JUL37700PE,07/22/2022,14:22:00,991.30,991.30,975.70,975.70,175,5325
BANKNIFTY22JUL37700PE,07/22/2022,14:23:00,981.10,981.10,981.10,981.10,50,5325
BANKNIFTY22JUL37700PE,07/22/2022,14:24:00,986.50,986.50,986.50,986.50,25,5400
BANKNIFTY22JUL37700PE,07/22/2022,14:27:00,965.60,972.10,965.60,972.10,300,5400
BANKNIFTY22JUL37700PE,07/22/2022,14:29:00,977.80,977.80,974.45,974.45,175,5400
BANKNIFTY22JUL37700PE,07/22/2022,14:30:00,940.05,940.05,940.00,940.00,150,5675
BANKNIFTY22JUL37700PE,07/22/2022,14:32:00,940.00,968.25,940.00,968.25,550,5675
BANKNIFTY22JUL37700PE,07/22/2022,14:33:00,989.75,1010.25,988.50,1010.25,150,6225
BANKNIFTY22JUL37700PE,07/22/2022,14:37:00,994.90,994.90,992.90,992.90,100,6300
BANKNIFTY22JUL37700PE,07/22/2022,14:42:00,995.70,995.70,986.65,987.40,75,6350
BANKNIFTY22JUL37700PE,07/22/2022,14:49:00,1003.25,1003.25,1001.40,1001.40,50,6400
BANKNIFTY22JUL37700PE,07/22/2022,14:50:00,999.45,999.45,999.45,999.45,75,6400
BANKNIFTY22JUL37700PE,07/22/2022,14:52:00,1005.20,1005.20,997.70,997.70,175,6525
BANKNIFTY22JUL37700PE,07/22/2022,15:00:00,1001.75,1001.75,990.50,990.50,125,6700
BANKNIFTY22JUL37700PE,07/22/2022,15:01:00,975.45,975.45,974.40,974.40,150,6700
BANKNIFTY22JUL37700PE,07/22/2022,15:02:00,981.85,981.85,981.85,981.85,100,6700
BANKNIFTY22JUL37700PE,07/22/2022,15:03:00,990.00,990.00,990.00,990.00,50,6650
BANKNIFTY22JUL37700PE,07/22/2022,15:04:00,981.45,984.15,981.45,984.15,50,6650
BANKNIFTY22JUL37700PE,07/22/2022,15:07:00,994.00,994.00,990.35,990.35,525,6675
BANKNIFTY22JUL37700PE,07/22/2022,15:08:00,984.95,984.95,984.95,984.95,25,6675
BANKNIFTY22JUL37700PE,07/22/2022,15:10:00,1006.00,1006.00,999.35,999.35,125,7200
