<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY22OCT37500PE,07/29/2022,09:46:00,1244.00,1244.00,1244.00,1244.00,26,0
BANKNIFTY22OCT37500PE,07/29/2022,09:47:00,1242.90,1242.90,1242.90,1242.90,25,0
BANKNIFTY22OCT37500PE,07/29/2022,10:00:00,1145.15,1145.15,1145.15,1145.15,25,50
BANKNIFTY22OCT37500PE,07/29/2022,10:14:00,1145.15,1145.15,1145.15,1145.15,25,75
BANKNIFTY22OCT37500PE,07/29/2022,10:26:00,1255.00,1255.00,1255.00,1255.00,50,100
BANKNIFTY22OCT37500PE,07/29/2022,10:27:00,1281.35,1281.35,1281.35,1281.35,25,150
BANKNIFTY22OCT37500PE,07/29/2022,10:39:00,1320.00,1320.00,1320.00,1320.00,25,175
BANKNIFTY22OCT37500PE,07/29/2022,11:17:00,1320.00,1320.00,1320.00,1320.00,125,200
BANKNIFTY22OCT37500PE,07/29/2022,11:59:00,1200.00,1200.00,1200.00,1200.00,25,300
BANKNIFTY22OCT37500PE,07/29/2022,13:04:00,1185.90,1185.90,1185.90,1185.90,75,300
BANKNIFTY22OCT37500PE,07/29/2022,13:07:00,1190.00,1190.00,1190.00,1190.00,25,375
BANKNIFTY22OCT37500PE,07/29/2022,13:19:00,1180.60,1180.60,1180.60,1180.60,50,375
BANKNIFTY22OCT37500PE,07/29/2022,13:49:00,1213.75,1213.75,1213.75,1213.75,100,425
BANKNIFTY22OCT37500PE,07/29/2022,13:51:00,1215.50,1215.50,1215.50,1215.50,50,475
BANKNIFTY22OCT37500PE,07/29/2022,14:00:00,1216.00,1216.00,1216.00,1216.00,25,525
BANKNIFTY22OCT37500PE,07/29/2022,14:01:00,1230.00,1230.00,1230.00,1230.00,100,525
BANKNIFTY22OCT37500PE,07/29/2022,14:04:00,1234.65,1234.65,1234.65,1234.65,25,550
BANKNIFTY22OCT37500PE,07/29/2022,14:46:00,1260.40,1260.40,1260.40,1260.40,25,575
BANKNIFTY22OCT37500PE,07/29/2022,14:54:00,1250.00,1250.00,1250.00,1250.00,25,575
BANKNIFTY22OCT37500PE,07/29/2022,15:18:00,1199.40,1199.40,1199.40,1199.40,50,575
BANKNIFTY22OCT37500PE,07/29/2022,15:20:00,1180.00,1180.00,1180.00,1180.00,25,575
BANKNIFTY22OCT37500PE,07/29/2022,15:22:00,1188.00,1188.00,1188.00,1188.00,25,600
