<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY22JUL31800PE,07/01/2022,09:19:00,400.00,404.85,400.00,404.85,51,4650
BANKNIFTY22JUL31800PE,07/01/2022,09:20:00,410.20,410.20,410.20,410.20,50,4675
BANKNIFTY22JUL31800PE,07/01/2022,09:22:00,400.00,400.00,400.00,400.00,50,4675
BANKNIFTY22JUL31800PE,07/01/2022,09:24:00,408.85,408.85,395.00,395.00,75,4675
BANKNIFTY22JUL31800PE,07/01/2022,09:25:00,386.75,386.75,386.75,386.75,50,4675
BANKNIFTY22JUL31800PE,07/01/2022,09:27:00,386.75,386.75,386.75,386.75,25,4800
BANKNIFTY22JUL31800PE,07/01/2022,09:29:00,393.00,393.00,393.00,393.00,50,4800
BANKNIFTY22JUL31800PE,07/01/2022,09:30:00,402.95,402.95,402.95,402.95,50,4750
BANKNIFTY22JUL31800PE,07/01/2022,09:34:00,385.65,385.65,385.65,385.65,3950,4800
BANKNIFTY22JUL31800PE,07/01/2022,09:39:00,397.20,397.20,397.20,397.20,50,4975
BANKNIFTY22JUL31800PE,07/01/2022,09:40:00,396.95,396.95,396.95,396.95,50,4975
BANKNIFTY22JUL31800PE,07/01/2022,09:43:00,390.95,390.95,390.95,390.95,25,5025
BANKNIFTY22JUL31800PE,07/01/2022,09:44:00,391.25,391.25,391.25,391.25,100,5025
BANKNIFTY22JUL31800PE,07/01/2022,09:45:00,386.35,386.35,386.35,386.35,50,4875
BANKNIFTY22JUL31800PE,07/01/2022,09:47:00,390.10,390.10,390.10,390.10,200,4875
BANKNIFTY22JUL31800PE,07/01/2022,09:50:00,389.65,389.65,389.65,389.65,50,4825
BANKNIFTY22JUL31800PE,07/01/2022,09:51:00,393.15,393.15,393.15,393.15,125,4825
BANKNIFTY22JUL31800PE,07/01/2022,09:57:00,385.55,385.55,385.55,385.55,50,4950
BANKNIFTY22JUL31800PE,07/01/2022,10:00:00,382.55,382.55,382.55,382.55,25,4950
BANKNIFTY22JUL31800PE,07/01/2022,10:01:00,378.00,381.00,378.00,381.00,75,4950
BANKNIFTY22JUL31800PE,07/01/2022,10:03:00,386.00,386.00,386.00,386.00,50,4825
BANKNIFTY22JUL31800PE,07/01/2022,10:05:00,385.00,385.00,385.00,385.00,100,4875
BANKNIFTY22JUL31800PE,07/01/2022,10:06:00,385.00,387.00,385.00,387.00,125,4875
BANKNIFTY22JUL31800PE,07/01/2022,10:07:00,391.00,391.00,391.00,391.00,125,4875
BANKNIFTY22JUL31800PE,07/01/2022,10:08:00,395.00,403.70,395.00,403.70,375,4950
BANKNIFTY22JUL31800PE,07/01/2022,10:09:00,400.00,403.15,400.00,403.15,275,4950
BANKNIFTY22JUL31800PE,07/01/2022,10:10:00,399.95,399.95,390.95,390.95,425,4950
BANKNIFTY22JUL31800PE,07/01/2022,10:11:00,392.65,396.00,392.65,396.00,900,5500
BANKNIFTY22JUL31800PE,07/01/2022,10:12:00,396.20,396.20,395.05,395.05,1000,5500
