<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY2290136500PE,07/22/2022,12:29:00,882.90,882.90,882.90,882.90,51,0
BANKNIFTY2290136500PE,07/22/2022,14:52:00,758.00,758.00,758.00,758.00,25,50
BANKNIFTY2290136500PE,07/22/2022,15:16:00,758.00,758.00,758.00,758.00,25,75
BANKNIFTY2290136500PE,07/25/2022,14:03:00,899.15,899.15,899.15,899.15,26,100
BANKNIFTY2290136500PE,07/25/2022,14:04:00,899.00,899.00,899.00,899.00,125,100
BANKNIFTY2290136500PE,07/25/2022,14:06:00,899.00,899.00,899.00,899.00,75,225
BANKNIFTY2290136500PE,07/25/2022,14:27:00,819.05,819.05,819.05,819.05,25,300
BANKNIFTY2290136500PE,07/26/2022,09:54:00,930.00,930.00,930.00,930.00,26,325
BANKNIFTY2290136500PE,07/27/2022,09:20:00,964.20,964.20,964.20,964.20,26,350
BANKNIFTY2290136500PE,07/27/2022,09:50:00,982.00,982.00,982.00,982.00,25,375
BANKNIFTY2290136500PE,07/27/2022,10:11:00,982.00,982.00,982.00,982.00,100,350
BANKNIFTY2290136500PE,07/27/2022,10:49:00,880.00,880.00,880.00,880.00,100,450
BANKNIFTY2290136500PE,07/27/2022,11:22:00,880.00,880.00,880.00,880.00,25,350
BANKNIFTY2290136500PE,07/27/2022,15:25:00,766.95,766.95,766.95,766.95,25,375
BANKNIFTY2290136500PE,07/28/2022,09:17:00,568.70,580.55,568.70,580.55,76,350
BANKNIFTY2290136500PE,07/28/2022,09:24:00,590.60,590.60,590.60,590.60,25,400
BANKNIFTY2290136500PE,07/28/2022,10:24:00,590.60,590.60,541.50,541.50,50,400
BANKNIFTY2290136500PE,07/28/2022,10:42:00,540.00,540.00,520.00,520.00,50,450
BANKNIFTY2290136500PE,07/28/2022,12:40:00,520.00,520.00,520.00,520.00,25,475
BANKNIFTY2290136500PE,07/28/2022,13:02:00,555.10,555.10,555.10,555.10,25,475
BANKNIFTY2290136500PE,07/28/2022,13:59:00,512.45,512.45,512.45,512.45,25,500
BANKNIFTY2290136500PE,07/28/2022,15:09:00,512.45,512.45,512.45,512.45,25,525
BANKNIFTY2290136500PE,07/29/2022,11:12:00,456.65,456.65,456.65,456.65,26,400
BANKNIFTY2290136500PE,07/29/2022,12:11:00,456.65,456.65,456.65,456.65,25,400
BANKNIFTY2290136500PE,07/29/2022,13:13:00,470.85,470.85,470.85,470.85,50,425
BANKNIFTY2290136500PE,07/29/2022,13:36:00,478.75,478.75,478.75,478.75,25,425
BANKNIFTY2290136500PE,07/29/2022,13:37:00,478.75,478.75,478.75,478.75,50,425
BANKNIFTY2290136500PE,07/29/2022,15:01:00,467.00,467.00,467.00,467.00,25,475
