<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY22AUG30600PE,07/01/2022,14:49:00,312.00,312.00,312.00,312.00,251,0
BANKNIFTY22AUG30600PE,07/05/2022,15:00:00,220.00,220.00,220.00,220.00,251,225
BANKNIFTY22AUG30600PE,07/06/2022,15:24:00,169.80,169.80,169.80,169.80,51,25
BANKNIFTY22AUG30600PE,07/08/2022,09:56:00,99.35,99.35,99.35,99.35,51,75
BANKNIFTY22AUG30600PE,07/08/2022,11:41:00,98.35,98.35,98.35,98.35,25,25
BANKNIFTY22AUG30600PE,07/08/2022,12:16:00,98.35,98.35,98.35,98.35,25,0
BANKNIFTY22AUG30600PE,07/08/2022,12:19:00,97.95,97.95,97.95,97.95,25,25
BANKNIFTY22AUG30600PE,07/15/2022,09:33:00,72.70,72.70,71.55,71.55,377,50
BANKNIFTY22AUG30600PE,07/15/2022,09:34:00,71.25,71.25,71.25,71.25,25,50
BANKNIFTY22AUG30600PE,07/15/2022,09:35:00,70.95,70.95,70.95,70.95,175,50
BANKNIFTY22AUG30600PE,07/15/2022,09:36:00,70.95,70.95,70.95,70.95,25,575
BANKNIFTY22AUG30600PE,07/15/2022,09:38:00,71.25,71.25,71.25,71.25,50,575
BANKNIFTY22AUG30600PE,07/15/2022,09:39:00,71.20,71.20,71.20,71.20,50,575
BANKNIFTY22AUG30600PE,07/15/2022,09:40:00,71.85,71.85,71.85,71.85,50,575
BANKNIFTY22AUG30600PE,07/15/2022,09:41:00,72.65,72.65,72.65,72.65,25,675
BANKNIFTY22AUG30600PE,07/15/2022,09:46:00,72.15,72.15,72.15,72.15,50,700
BANKNIFTY22AUG30600PE,07/15/2022,09:48:00,70.85,70.85,70.85,70.85,25,750
BANKNIFTY22AUG30600PE,07/15/2022,09:56:00,70.85,70.85,70.85,70.85,125,775
BANKNIFTY22AUG30600PE,07/15/2022,11:30:00,75.15,75.15,75.15,75.15,200,900
BANKNIFTY22AUG30600PE,07/15/2022,11:31:00,76.00,76.00,76.00,76.00,25,900
BANKNIFTY22AUG30600PE,07/15/2022,11:42:00,76.55,76.55,76.55,76.55,25,950
BANKNIFTY22AUG30600PE,07/15/2022,14:20:00,76.55,76.55,76.55,76.55,675,925
BANKNIFTY22AUG30600PE,07/15/2022,14:21:00,70.65,70.65,70.65,70.65,50,875
