<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY22JUL29000PE,07/01/2022,09:15:00,61.50,61.50,61.50,61.50,51,104150
BANKNIFTY22JUL29000PE,07/01/2022,09:16:00,60.65,60.65,60.65,60.65,50,104150
BANKNIFTY22JUL29000PE,07/01/2022,09:17:00,62.90,64.40,60.65,64.40,1575,104250
BANKNIFTY22JUL29000PE,07/01/2022,09:18:00,62.35,62.35,61.60,61.60,225,104250
BANKNIFTY22JUL29000PE,07/01/2022,09:19:00,59.85,59.85,59.55,59.55,1750,104250
BANKNIFTY22JUL29000PE,07/01/2022,09:20:00,60.55,60.55,59.40,59.40,1250,105875
BANKNIFTY22JUL29000PE,07/01/2022,09:21:00,59.50,59.50,59.50,59.50,375,105875
BANKNIFTY22JUL29000PE,07/01/2022,09:22:00,60.00,60.00,60.00,60.00,825,105875
BANKNIFTY22JUL29000PE,07/01/2022,09:23:00,59.55,59.55,59.20,59.20,800,105550
BANKNIFTY22JUL29000PE,07/01/2022,09:24:00,59.00,59.00,59.00,59.00,2650,105550
BANKNIFTY22JUL29000PE,07/01/2022,09:25:00,56.90,56.90,56.85,56.85,225,105550
BANKNIFTY22JUL29000PE,07/01/2022,09:26:00,57.55,57.55,56.45,56.45,275,106375
BANKNIFTY22JUL29000PE,07/01/2022,09:27:00,57.00,57.00,55.80,55.80,650,106375
BANKNIFTY22JUL29000PE,07/01/2022,09:28:00,56.00,56.00,55.90,55.90,675,106375
BANKNIFTY22JUL29000PE,07/01/2022,09:29:00,56.05,56.05,55.95,55.95,675,106700
BANKNIFTY22JUL29000PE,07/01/2022,09:30:00,56.45,56.45,56.10,56.10,825,106700
BANKNIFTY22JUL29000PE,07/01/2022,09:31:00,56.15,56.15,55.25,56.15,825,106700
BANKNIFTY22JUL29000PE,07/01/2022,09:32:00,54.45,55.00,54.45,55.00,625,108000
BANKNIFTY22JUL29000PE,07/01/2022,09:33:00,54.00,54.00,54.00,54.00,675,108000
BANKNIFTY22JUL29000PE,07/01/2022,09:34:00,53.25,53.25,53.25,53.25,1150,108000
BANKNIFTY22JUL29000PE,07/01/2022,09:35:00,53.85,53.90,53.30,53.90,800,107375
BANKNIFTY22JUL29000PE,07/01/2022,09:36:00,52.70,52.70,52.70,52.70,75,107375
BANKNIFTY22JUL29000PE,07/01/2022,09:37:00,52.25,52.25,52.25,52.25,425,107375
BANKNIFTY22JUL29000PE,07/01/2022,09:38:00,52.50,53.60,52.50,53.60,675,107550
BANKNIFTY22JUL29000PE,07/01/2022,09:39:00,53.95,54.65,53.95,54.65,525,107550
BANKNIFTY22JUL29000PE,07/01/2022,09:40:00,54.50,54.50,54.50,54.50,250,107550
BANKNIFTY22JUL29000PE,07/01/2022,09:41:00,54.80,55.05,54.40,55.05,650,108000
BANKNIFTY22JUL29000PE,07/01/2022,09:42:00,55.45,55.45,54.55,54.55,225,108000
BANKNIFTY22JUL29000PE,07/01/2022,09:43:00,54.20,54.20,54.20,54.20,150,108000
BANKNIFTY22JUL29000PE,07/01/2022,09:44:00,54.20,54.20,53.80,53.80,325,106350
BANKNIFTY22JUL29000PE,07/01/2022,09:45:00,53.85,53.85,53.65,53.65,200,106350
BANKNIFTY22JUL29000PE,07/01/2022,09:46:00,53.80,53.85,53.80,53.85,375,106350
BANKNIFTY22JUL29000PE,07/01/2022,09:47:00,54.15,54.15,54.05,54.05,1425,107375
BANKNIFTY22JUL29000PE,07/01/2022,09:48:00,54.40,54.40,54.00,54.00,225,107375
BANKNIFTY22JUL29000PE,07/01/2022,09:49:00,54.75,54.75,54.75,54.75,700,107375
BANKNIFTY22JUL29000PE,07/01/2022,09:50:00,54.35,54.35,54.35,54.35,175,107375
BANKNIFTY22JUL29000PE,07/01/2022,09:51:00,54.80,54.80,54.80,54.80,25,107150
BANKNIFTY22JUL29000PE,07/01/2022,09:52:00,54.65,54.65,54.60,54.60,275,107150
BANKNIFTY22JUL29000PE,07/01/2022,09:54:00,54.05,54.45,54.05,54.45,625,107250
BANKNIFTY22JUL29000PE,07/01/2022,09:55:00,54.70,54.70,54.40,54.40,350,107250
BANKNIFTY22JUL29000PE,07/01/2022,09:56:00,54.35,54.35,53.85,53.85,1100,107400
BANKNIFTY22JUL29000PE,07/01/2022,09:58:00,52.20,52.20,52.20,52.20,100,107400
BANKNIFTY22JUL29000PE,07/01/2022,10:01:00,52.50,52.55,52.50,52.55,175,108250
