<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY22JUL34300CE,07/01/2022,09:15:00,487.65,487.65,487.65,487.65,26,6325
BANKNIFTY22JUL34300CE,07/01/2022,09:17:00,408.00,408.00,408.00,408.00,50,6350
BANKNIFTY22JUL34300CE,07/01/2022,09:20:00,412.00,421.00,412.00,421.00,175,6350
BANKNIFTY22JUL34300CE,07/01/2022,09:21:00,418.00,418.00,414.65,414.65,175,6350
BANKNIFTY22JUL34300CE,07/01/2022,09:22:00,414.45,414.45,414.45,414.45,125,6350
BANKNIFTY22JUL34300CE,07/01/2022,09:24:00,416.00,421.75,416.00,421.75,75,6375
BANKNIFTY22JUL34300CE,07/01/2022,09:25:00,423.00,423.00,423.00,423.00,100,6375
BANKNIFTY22JUL34300CE,07/01/2022,09:26:00,416.75,416.75,415.00,415.00,100,6375
BANKNIFTY22JUL34300CE,07/01/2022,09:29:00,413.10,413.10,413.10,413.10,25,6375
BANKNIFTY22JUL34300CE,07/01/2022,09:30:00,401.95,401.95,400.00,400.00,75,6375
BANKNIFTY22JUL34300CE,07/01/2022,09:31:00,399.50,399.50,399.50,399.50,25,6375
BANKNIFTY22JUL34300CE,07/01/2022,09:34:00,399.50,399.50,395.95,395.95,4350,6375
BANKNIFTY22JUL34300CE,07/01/2022,09:36:00,399.35,399.35,399.35,399.35,25,6625
BANKNIFTY22JUL34300CE,07/01/2022,09:37:00,404.00,404.00,404.00,404.00,25,6625
BANKNIFTY22JUL34300CE,07/01/2022,09:39:00,396.95,396.95,396.95,396.95,25,6650
BANKNIFTY22JUL34300CE,07/01/2022,09:40:00,399.15,399.15,399.15,399.15,25,6650
BANKNIFTY22JUL34300CE,07/01/2022,09:41:00,399.15,399.15,399.15,399.15,50,6650
BANKNIFTY22JUL34300CE,07/01/2022,09:42:00,398.45,398.45,398.45,398.45,75,6700
BANKNIFTY22JUL34300CE,07/01/2022,09:43:00,398.35,398.35,398.35,398.35,50,6700
BANKNIFTY22JUL34300CE,07/01/2022,09:44:00,404.00,404.00,404.00,404.00,25,6600
BANKNIFTY22JUL34300CE,07/01/2022,09:45:00,405.30,405.30,405.30,405.30,75,6600
BANKNIFTY22JUL34300CE,07/01/2022,09:46:00,403.85,403.85,403.85,403.85,225,6600
BANKNIFTY22JUL34300CE,07/01/2022,09:47:00,407.70,407.70,407.70,407.70,250,6600
BANKNIFTY22JUL34300CE,07/01/2022,09:50:00,406.40,407.90,406.40,407.90,400,6700
BANKNIFTY22JUL34300CE,07/01/2022,09:52:00,402.30,402.90,402.30,402.90,100,6700
BANKNIFTY22JUL34300CE,07/01/2022,09:53:00,404.45,404.45,401.25,401.25,100,6725
BANKNIFTY22JUL34300CE,07/01/2022,09:54:00,403.70,403.70,403.70,403.70,25,6725
BANKNIFTY22JUL34300CE,07/01/2022,09:55:00,401.35,401.35,400.00,400.00,50,6725
BANKNIFTY22JUL34300CE,07/01/2022,09:56:00,404.00,404.00,404.00,404.00,25,6725
BANKNIFTY22JUL34300CE,07/01/2022,09:59:00,414.35,414.35,414.35,414.35,200,6725
BANKNIFTY22JUL34300CE,07/01/2022,10:02:00,414.35,414.35,414.35,414.35,150,6750
BANKNIFTY22JUL34300CE,07/01/2022,10:04:00,413.60,414.35,413.60,414.35,175,6900
BANKNIFTY22JUL34300CE,07/01/2022,10:07:00,406.45,406.45,406.45,406.45,25,6775
BANKNIFTY22JUL34300CE,07/01/2022,10:09:00,411.30,411.30,411.30,411.30,75,6700
BANKNIFTY22JUL34300CE,07/01/2022,10:10:00,408.35,408.35,408.35,408.35,25,6700
BANKNIFTY22JUL34300CE,07/01/2022,10:12:00,403.00,403.00,403.00,403.00,25,6750
BANKNIFTY22JUL34300CE,07/01/2022,10:13:00,406.45,406.45,406.45,406.45,300,6750
BANKNIFTY22JUL34300CE,07/01/2022,10:23:00,419.10,419.10,419.10,419.10,200,7000
BANKNIFTY22JUL34300CE,07/01/2022,10:26:00,420.00,420.75,420.00,420.75,525,7000
BANKNIFTY22JUL34300CE,07/01/2022,10:30:00,428.70,428.70,428.70,428.70,25,7075
BANKNIFTY22JUL34300CE,07/01/2022,10:36:00,439.95,439.95,439.95,439.95,25,7075
BANKNIFTY22JUL34300CE,07/01/2022,10:41:00,441.35,441.35,441.35,441.35,25,7075
BANKNIFTY22JUL34300CE,07/01/2022,10:43:00,435.60,435.60,435.60,435.60,25,7100
BANKNIFTY22JUL34300CE,07/01/2022,10:46:00,434.10,434.10,434.10,434.10,25,7100
BANKNIFTY22JUL34300CE,07/01/2022,10:50:00,425.85,425.85,425.85,425.85,50,7100
BANKNIFTY22JUL34300CE,07/01/2022,10:54:00,434.20,434.20,434.20,434.20,25,7075
BANKNIFTY22JUL34300CE,07/01/2022,10:56:00,432.05,432.05,432.05,432.05,25,7050
BANKNIFTY22JUL34300CE,07/01/2022,11:24:00,448.25,448.25,448.25,448.25,50,7050
BANKNIFTY22JUL34300CE,07/01/2022,11:26:00,451.25,451.25,451.25,451.25,25,7050
BANKNIFTY22JUL34300CE,07/01/2022,11:27:00,454.45,454.45,454.45,454.45,25,7025
BANKNIFTY22JUL34300CE,07/01/2022,11:30:00,441.70,441.70,441.70,441.70,275,7025
BANKNIFTY22JUL34300CE,07/01/2022,11:31:00,441.70,441.70,441.70,441.70,25,7025
BANKNIFTY22JUL34300CE,07/01/2022,11:32:00,448.85,448.85,448.85,448.85,225,7025
BANKNIFTY22JUL34300CE,07/01/2022,11:33:00,451.85,451.85,450.95,450.95,300,7275
BANKNIFTY22JUL34300CE,07/01/2022,11:34:00,451.35,451.35,451.35,451.35,25,7275
BANKNIFTY22JUL34300CE,07/01/2022,11:35:00,443.25,443.25,443.25,443.25,25,7200
BANKNIFTY22JUL34300CE,07/01/2022,11:39:00,437.25,437.25,437.25,437.25,25,7100
BANKNIFTY22JUL34300CE,07/01/2022,11:47:00,430.30,430.30,430.30,430.30,50,7050
BANKNIFTY22JUL34300CE,07/01/2022,11:49:00,425.85,425.85,425.85,425.85,25,7000
BANKNIFTY22JUL34300CE,07/01/2022,11:50:00,425.35,425.35,425.35,425.35,25,7000
BANKNIFTY22JUL34300CE,07/01/2022,11:52:00,424.40,425.00,424.40,425.00,225,7000
BANKNIFTY22JUL34300CE,07/01/2022,11:59:00,433.10,433.10,433.10,433.10,25,7175
BANKNIFTY22JUL34300CE,07/01/2022,12:04:00,436.40,436.40,436.40,436.40,200,7175
BANKNIFTY22JUL34300CE,07/01/2022,12:06:00,435.90,435.90,435.90,435.90,50,7275
BANKNIFTY22JUL34300CE,07/01/2022,12:08:00,438.25,438.25,438.25,438.25,50,7275
BANKNIFTY22JUL34300CE,07/01/2022,12:09:00,440.00,440.00,440.00,440.00,25,7275
BANKNIFTY22JUL34300CE,07/01/2022,12:26:00,442.20,442.20,440.65,440.65,175,7275
BANKNIFTY22JUL34300CE,07/01/2022,12:28:00,450.00,450.00,450.00,450.00,25,7200
BANKNIFTY22JUL34300CE,07/01/2022,12:30:00,441.00,441.00,441.00,441.00,25,7225
BANKNIFTY22JUL34300CE,07/01/2022,12:34:00,438.70,438.70,438.70,438.70,50,7225
BANKNIFTY22JUL34300CE,07/01/2022,12:36:00,448.60,448.60,448.60,448.60,25,7225
BANKNIFTY22JUL34300CE,07/01/2022,12:41:00,455.00,455.00,455.00,455.00,25,7200
BANKNIFTY22JUL34300CE,07/01/2022,12:43:00,446.60,446.60,446.60,446.60,50,7175
BANKNIFTY22JUL34300CE,07/01/2022,12:45:00,442.50,442.50,442.50,442.50,100,7175
BANKNIFTY22JUL34300CE,07/01/2022,12:47:00,443.20,443.20,443.20,443.20,25,7175
BANKNIFTY22JUL34300CE,07/01/2022,12:57:00,459.45,462.25,459.45,462.25,50,7175
BANKNIFTY22JUL34300CE,07/01/2022,12:59:00,461.60,461.60,461.60,461.60,500,7175
BANKNIFTY22JUL34300CE,07/01/2022,13:01:00,465.65,465.65,465.65,465.65,500,7550
BANKNIFTY22JUL34300CE,07/01/2022,13:02:00,465.55,465.55,465.55,465.55,50,7550
BANKNIFTY22JUL34300CE,07/01/2022,13:03:00,469.35,469.50,469.35,469.50,525,8050
BANKNIFTY22JUL34300CE,07/01/2022,13:05:00,467.50,467.50,467.50,467.50,25,8050
BANKNIFTY22JUL34300CE,07/01/2022,13:07:00,462.70,476.65,462.70,476.65,150,8550
BANKNIFTY22JUL34300CE,07/01/2022,13:09:00,482.95,492.45,482.95,492.45,75,8600
BANKNIFTY22JUL34300CE,07/01/2022,13:10:00,493.85,493.85,493.85,493.85,775,8600
BANKNIFTY22JUL34300CE,07/01/2022,13:12:00,487.55,487.55,484.55,484.55,50,8775
BANKNIFTY22JUL34300CE,07/01/2022,13:13:00,477.95,477.95,477.95,477.95,100,8775
