<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY22SEP34400CE,07/07/2022,13:05:00,1663.75,1671.30,1663.75,1671.30,52,0
BANKNIFTY22SEP34400CE,07/07/2022,13:18:00,1694.50,1694.50,1694.50,1694.50,25,50
BANKNIFTY22SEP34400CE,07/08/2022,14:54:00,1761.30,1761.30,1761.30,1761.30,26,75
BANKNIFTY22SEP34400CE,07/13/2022,11:33:00,1796.00,1796.00,1796.00,1796.00,26,50
BANKNIFTY22SEP34400CE,07/13/2022,13:30:00,1647.75,1647.75,1647.75,1647.75,25,25
BANKNIFTY22SEP34400CE,07/13/2022,14:29:00,1639.25,1639.25,1639.25,1639.25,25,0
