<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY22AUG34500CE,07/01/2022,09:15:00,691.15,700.05,691.15,700.05,126,11325
BANKNIFTY22AUG34500CE,07/01/2022,09:16:00,683.35,683.35,671.50,671.50,100,11325
BANKNIFTY22AUG34500CE,07/01/2022,09:18:00,671.50,671.50,671.50,671.50,150,11275
BANKNIFTY22AUG34500CE,07/01/2022,09:19:00,681.10,681.10,679.25,679.25,100,11275
BANKNIFTY22AUG34500CE,07/01/2022,09:20:00,679.25,692.30,679.25,684.35,200,11300
BANKNIFTY22AUG34500CE,07/01/2022,09:23:00,696.85,696.85,696.85,696.85,75,11275
BANKNIFTY22AUG34500CE,07/01/2022,09:25:00,702.65,702.65,702.65,702.65,950,11275
BANKNIFTY22AUG34500CE,07/01/2022,09:28:00,702.65,702.65,685.00,685.00,100,11050
BANKNIFTY22AUG34500CE,07/01/2022,09:29:00,687.30,687.30,687.30,687.30,350,11050
BANKNIFTY22AUG34500CE,07/01/2022,09:31:00,680.00,680.00,671.40,679.80,375,11025
BANKNIFTY22AUG34500CE,07/01/2022,09:32:00,680.85,680.85,675.45,675.45,175,11000
BANKNIFTY22AUG34500CE,07/01/2022,09:33:00,677.60,677.60,676.55,676.55,50,11000
BANKNIFTY22AUG34500CE,07/01/2022,09:36:00,678.00,678.00,678.00,678.00,25,11150
BANKNIFTY22AUG34500CE,07/01/2022,09:37:00,678.00,678.00,678.00,678.00,25,11150
BANKNIFTY22AUG34500CE,07/01/2022,09:38:00,675.00,675.00,670.00,670.00,600,11150
BANKNIFTY22AUG34500CE,07/01/2022,09:39:00,670.00,671.30,666.15,671.30,375,11150
BANKNIFTY22AUG34500CE,07/01/2022,09:40:00,668.60,672.00,668.60,672.00,275,11150
BANKNIFTY22AUG34500CE,07/01/2022,09:41:00,672.10,672.10,672.10,672.10,50,11275
BANKNIFTY22AUG34500CE,07/01/2022,09:44:00,672.00,674.20,672.00,674.20,150,11275
BANKNIFTY22AUG34500CE,07/01/2022,09:46:00,677.60,678.00,673.90,673.90,75,11275
BANKNIFTY22AUG34500CE,07/01/2022,09:51:00,673.95,673.95,673.95,673.95,25,11275
BANKNIFTY22AUG34500CE,07/01/2022,09:52:00,674.55,677.30,674.55,677.30,50,11275
BANKNIFTY22AUG34500CE,07/01/2022,09:55:00,670.80,670.80,670.80,670.80,25,11325
BANKNIFTY22AUG34500CE,07/01/2022,09:56:00,677.45,677.45,677.45,677.45,75,11350
BANKNIFTY22AUG34500CE,07/01/2022,09:58:00,678.35,688.95,678.35,688.95,175,11350
BANKNIFTY22AUG34500CE,07/01/2022,09:59:00,687.50,687.50,687.50,687.50,350,11350
BANKNIFTY22AUG34500CE,07/01/2022,10:06:00,685.00,685.20,685.00,685.20,175,11450
BANKNIFTY22AUG34500CE,07/01/2022,10:07:00,680.00,680.00,680.00,680.00,125,11450
BANKNIFTY22AUG34500CE,07/01/2022,10:10:00,685.00,685.00,685.00,685.00,50,11575
BANKNIFTY22AUG34500CE,07/01/2022,10:11:00,686.00,686.00,686.00,686.00,125,11575
BANKNIFTY22AUG34500CE,07/01/2022,10:13:00,678.10,678.10,678.10,678.10,25,11575
