<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY22AUG38200CE,07/11/2022,14:06:00,156.50,156.50,156.50,156.50,26,0
BANKNIFTY22AUG38200CE,07/11/2022,14:29:00,179.70,179.70,179.70,179.70,25,25
BANKNIFTY22AUG38200CE,07/13/2022,10:29:00,140.05,140.10,140.05,140.10,52,50
BANKNIFTY22AUG38200CE,07/13/2022,10:31:00,128.95,128.95,128.95,128.95,25,100
BANKNIFTY22AUG38200CE,07/14/2022,09:55:00,108.55,108.60,108.55,108.60,202,100
BANKNIFTY22AUG38200CE,07/14/2022,13:33:00,84.55,84.55,84.20,84.20,100,300
BANKNIFTY22AUG38200CE,07/14/2022,13:34:00,82.95,82.95,82.95,82.95,100,300
BANKNIFTY22AUG38200CE,07/14/2022,13:38:00,82.95,82.95,82.95,82.95,50,450
BANKNIFTY22AUG38200CE,07/14/2022,14:14:00,77.40,77.40,77.40,77.40,25,500
BANKNIFTY22AUG38200CE,07/14/2022,15:14:00,72.35,72.35,72.35,72.35,150,525
BANKNIFTY22AUG38200CE,07/14/2022,15:15:00,72.35,72.35,72.35,72.35,75,525
BANKNIFTY22AUG38200CE,07/15/2022,09:24:00,74.25,74.25,74.25,74.25,101,325
BANKNIFTY22AUG38200CE,07/15/2022,10:12:00,70.00,70.00,70.00,70.00,50,425
BANKNIFTY22AUG38200CE,07/15/2022,10:13:00,70.00,70.00,70.00,70.00,175,425
BANKNIFTY22AUG38200CE,07/15/2022,10:14:00,70.00,70.00,70.00,70.00,25,425
BANKNIFTY22AUG38200CE,07/15/2022,10:15:00,70.00,70.00,70.00,70.00,50,525
BANKNIFTY22AUG38200CE,07/15/2022,10:16:00,70.00,70.00,70.00,70.00,25,525
BANKNIFTY22AUG38200CE,07/15/2022,10:17:00,70.00,70.00,70.00,70.00,75,525
BANKNIFTY22AUG38200CE,07/15/2022,10:18:00,70.00,70.00,70.00,70.00,100,525
BANKNIFTY22AUG38200CE,07/15/2022,10:22:00,70.00,70.00,70.00,70.00,25,600
BANKNIFTY22AUG38200CE,07/15/2022,12:09:00,65.10,65.10,65.10,65.10,50,575
BANKNIFTY22AUG38200CE,07/15/2022,13:06:00,65.70,65.70,65.70,65.70,25,600
BANKNIFTY22AUG38200CE,07/15/2022,15:19:00,65.65,65.65,65.65,65.65,25,625
BANKNIFTY22AUG38200CE,07/18/2022,09:22:00,68.95,68.95,68.95,68.95,226,625
BANKNIFTY22AUG38200CE,07/18/2022,10:52:00,68.90,68.90,68.90,68.90,25,625
BANKNIFTY22AUG38200CE,07/18/2022,12:17:00,68.90,68.90,68.90,68.90,25,625
BANKNIFTY22AUG38200CE,07/18/2022,12:36:00,80.05,80.05,80.05,80.05,25,625
BANKNIFTY22AUG38200CE,07/18/2022,13:03:00,84.10,84.10,84.10,84.10,25,625
BANKNIFTY22AUG38200CE,07/18/2022,13:17:00,84.10,84.10,84.10,84.10,25,625
BANKNIFTY22AUG38200CE,07/18/2022,13:31:00,77.00,77.00,77.00,77.00,200,650
BANKNIFTY22AUG38200CE,07/18/2022,13:32:00,77.00,77.00,77.00,77.00,50,650
BANKNIFTY22AUG38200CE,07/18/2022,13:37:00,77.00,77.00,77.00,77.00,25,400
BANKNIFTY22AUG38200CE,07/18/2022,14:03:00,82.65,82.65,82.65,82.65,75,400
BANKNIFTY22AUG38200CE,07/18/2022,14:06:00,80.00,80.00,80.00,80.00,225,425
BANKNIFTY22AUG38200CE,07/18/2022,14:18:00,84.80,84.80,84.80,84.80,25,325
BANKNIFTY22AUG38200CE,07/18/2022,15:01:00,99.15,99.15,99.15,99.15,75,350
BANKNIFTY22AUG38200CE,07/18/2022,15:02:00,99.30,99.30,99.30,99.30,100,350
BANKNIFTY22AUG38200CE,07/18/2022,15:04:00,100.70,100.70,100.70,100.70,50,450
BANKNIFTY22AUG38200CE,07/18/2022,15:05:00,99.90,99.90,99.90,99.90,25,450
BANKNIFTY22AUG38200CE,07/18/2022,15:10:00,96.30,96.30,96.30,96.30,25,525
BANKNIFTY22AUG38200CE,07/18/2022,15:11:00,98.45,98.45,98.45,98.45,25,525
BANKNIFTY22AUG38200CE,07/18/2022,15:23:00,99.15,99.15,99.15,99.15,25,500
BANKNIFTY22AUG38200CE,07/18/2022,15:26:00,99.05,99.05,99.05,99.05,50,475
BANKNIFTY22AUG38200CE,07/18/2022,15:28:00,94.95,94.95,94.95,94.95,50,500
BANKNIFTY22AUG38200CE,07/18/2022,15:29:00,95.10,95.10,95.10,95.10,25,500
BANKNIFTY22AUG38200CE,07/19/2022,11:07:00,110.45,110.45,110.45,110.45,26,550
BANKNIFTY22AUG38200CE,07/19/2022,11:13:00,123.90,123.90,123.90,123.90,25,575
BANKNIFTY22AUG38200CE,07/19/2022,12:24:00,123.90,123.90,123.90,123.90,25,600
BANKNIFTY22AUG38200CE,07/19/2022,12:29:00,108.25,108.25,108.25,108.25,25,625
BANKNIFTY22AUG38200CE,07/19/2022,12:55:00,108.25,108.25,108.25,108.25,25,600
BANKNIFTY22AUG38200CE,07/19/2022,13:32:00,108.25,108.25,108.25,108.25,25,625
BANKNIFTY22AUG38200CE,07/19/2022,13:37:00,96.00,96.00,96.00,96.00,25,650
BANKNIFTY22AUG38200CE,07/20/2022,09:49:00,189.00,189.00,189.00,189.00,51,625
BANKNIFTY22AUG38200CE,07/20/2022,09:52:00,189.00,189.00,189.00,189.00,25,675
BANKNIFTY22AUG38200CE,07/20/2022,09:55:00,197.20,197.20,197.20,197.20,25,700
BANKNIFTY22AUG38200CE,07/20/2022,11:07:00,197.20,197.20,190.80,190.80,50,700
BANKNIFTY22AUG38200CE,07/20/2022,11:41:00,167.50,167.50,167.50,167.50,450,725
BANKNIFTY22AUG38200CE,07/20/2022,11:42:00,184.85,184.85,184.85,184.85,125,725
BANKNIFTY22AUG38200CE,07/20/2022,12:07:00,186.80,186.80,186.80,186.80,25,900
BANKNIFTY22AUG38200CE,07/20/2022,12:14:00,181.30,181.30,181.30,181.30,25,925
BANKNIFTY22AUG38200CE,07/20/2022,12:33:00,181.05,181.05,181.05,181.05,25,950
BANKNIFTY22AUG38200CE,07/20/2022,12:44:00,181.05,181.05,181.05,181.05,50,975
BANKNIFTY22AUG38200CE,07/20/2022,12:47:00,187.10,187.10,187.10,187.10,50,975
BANKNIFTY22AUG38200CE,07/20/2022,13:11:00,169.95,169.95,169.95,169.95,25,1000
BANKNIFTY22AUG38200CE,07/20/2022,13:12:00,170.00,170.00,170.00,170.00,75,1000
BANKNIFTY22AUG38200CE,07/20/2022,13:15:00,165.25,165.25,165.25,165.25,200,1100
BANKNIFTY22AUG38200CE,07/20/2022,13:16:00,162.85,162.85,162.85,162.85,150,1100
BANKNIFTY22AUG38200CE,07/20/2022,13:34:00,165.40,165.40,165.40,165.40,25,950
BANKNIFTY22AUG38200CE,07/20/2022,13:47:00,169.90,169.90,169.90,169.90,300,950
BANKNIFTY22AUG38200CE,07/20/2022,14:14:00,166.90,166.90,166.90,166.90,50,1225
BANKNIFTY22AUG38200CE,07/20/2022,14:21:00,158.85,158.85,158.85,158.85,50,1200
BANKNIFTY22AUG38200CE,07/20/2022,14:22:00,155.00,155.00,155.00,155.00,25,1200
BANKNIFTY22AUG38200CE,07/20/2022,14:27:00,155.00,155.00,155.00,155.00,25,1175
BANKNIFTY22AUG38200CE,07/20/2022,14:28:00,155.00,155.00,155.00,155.00,25,1200
BANKNIFTY22AUG38200CE,07/20/2022,14:45:00,155.00,155.00,155.00,155.00,25,1200
BANKNIFTY22AUG38200CE,07/20/2022,14:50:00,159.90,159.90,159.90,159.90,25,1200
BANKNIFTY22AUG38200CE,07/20/2022,14:54:00,159.00,159.00,159.00,159.00,125,1225
BANKNIFTY22AUG38200CE,07/20/2022,15:02:00,161.55,161.55,161.55,161.55,25,1350
BANKNIFTY22AUG38200CE,07/20/2022,15:24:00,147.80,147.80,147.80,147.80,25,1350
BANKNIFTY22AUG38200CE,07/21/2022,09:17:00,147.75,147.80,147.75,147.80,77,1325
BANKNIFTY22AUG38200CE,07/21/2022,09:47:00,152.85,152.85,152.85,152.85,50,1400
BANKNIFTY22AUG38200CE,07/21/2022,10:09:00,170.00,170.00,170.00,170.00,25,1400
BANKNIFTY22AUG38200CE,07/21/2022,10:16:00,172.00,172.00,172.00,172.00,50,1425
BANKNIFTY22AUG38200CE,07/21/2022,10:52:00,172.00,172.00,172.00,172.00,25,1475
BANKNIFTY22AUG38200CE,07/21/2022,11:26:00,197.55,197.55,197.55,197.55,25,1475
BANKNIFTY22AUG38200CE,07/21/2022,11:28:00,197.55,197.55,197.55,197.55,50,1500
BANKNIFTY22AUG38200CE,07/21/2022,11:34:00,180.30,180.30,180.30,180.30,50,1525
BANKNIFTY22AUG38200CE,07/21/2022,13:02:00,180.00,180.00,180.00,180.00,75,1500
BANKNIFTY22AUG38200CE,07/21/2022,14:29:00,176.30,181.05,176.30,181.05,150,1500
BANKNIFTY22AUG38200CE,07/21/2022,14:30:00,175.45,175.45,175.45,175.45,50,1500
BANKNIFTY22AUG38200CE,07/21/2022,14:31:00,181.05,181.05,181.05,181.05,25,1525
BANKNIFTY22AUG38200CE,07/21/2022,15:04:00,168.90,168.90,168.90,168.90,25,1550
BANKNIFTY22AUG38200CE,07/21/2022,15:11:00,165.00,165.00,165.00,165.00,25,1575
BANKNIFTY22AUG38200CE,07/22/2022,09:18:00,216.90,216.90,216.90,216.90,26,1575
BANKNIFTY22AUG38200CE,07/22/2022,09:26:00,232.55,232.55,232.55,232.55,50,1575
BANKNIFTY22AUG38200CE,07/22/2022,09:27:00,231.30,231.30,231.30,231.30,25,1525
BANKNIFTY22AUG38200CE,07/22/2022,09:28:00,237.10,237.10,237.10,237.10,150,1525
BANKNIFTY22AUG38200CE,07/22/2022,09:29:00,238.10,238.10,238.10,238.10,150,1525
BANKNIFTY22AUG38200CE,07/22/2022,09:30:00,235.00,235.00,235.00,235.00,25,1525
BANKNIFTY22AUG38200CE,07/22/2022,09:31:00,235.00,235.00,235.00,235.00,50,1525
BANKNIFTY22AUG38200CE,07/22/2022,09:36:00,233.00,233.00,233.00,233.00,25,1500
BANKNIFTY22AUG38200CE,07/22/2022,09:40:00,231.60,231.60,230.50,230.50,225,1500
BANKNIFTY22AUG38200CE,07/22/2022,09:42:00,228.40,228.40,228.40,228.40,50,1500
BANKNIFTY22AUG38200CE,07/22/2022,09:44:00,224.25,224.25,224.25,224.25,75,1500
BANKNIFTY22AUG38200CE,07/22/2022,09:46:00,222.00,222.00,222.00,222.00,250,1500
BANKNIFTY22AUG38200CE,07/22/2022,09:47:00,227.40,228.60,227.40,228.60,125,1500
BANKNIFTY22AUG38200CE,07/22/2022,09:49:00,229.50,229.50,229.50,229.50,25,1700
BANKNIFTY22AUG38200CE,07/22/2022,09:55:00,230.00,230.00,230.00,230.00,50,1700
BANKNIFTY22AUG38200CE,07/22/2022,09:57:00,231.40,231.40,230.00,230.00,400,1750
BANKNIFTY22AUG38200CE,07/22/2022,10:00:00,220.55,220.55,220.55,220.55,25,2125
BANKNIFTY22AUG38200CE,07/22/2022,10:01:00,219.50,219.50,219.50,219.50,25,2125
BANKNIFTY22AUG38200CE,07/22/2022,10:02:00,214.70,214.70,212.50,212.50,250,2125
BANKNIFTY22AUG38200CE,07/22/2022,10:03:00,212.50,212.50,212.50,212.50,25,2350
BANKNIFTY22AUG38200CE,07/22/2022,10:07:00,230.50,230.50,230.50,230.50,25,2325
BANKNIFTY22AUG38200CE,07/22/2022,10:08:00,233.80,233.80,233.80,233.80,25,2325
BANKNIFTY22AUG38200CE,07/22/2022,10:13:00,230.35,230.35,230.35,230.35,25,2350
BANKNIFTY22AUG38200CE,07/22/2022,10:18:00,230.00,230.00,230.00,230.00,100,2375
BANKNIFTY22AUG38200CE,07/22/2022,10:22:00,236.00,236.00,236.00,236.00,100,2275
BANKNIFTY22AUG38200CE,07/22/2022,10:23:00,236.00,236.00,236.00,236.00,25,2275
BANKNIFTY22AUG38200CE,07/22/2022,10:24:00,236.15,236.15,236.15,236.15,25,2375
BANKNIFTY22AUG38200CE,07/22/2022,10:26:00,231.30,231.30,231.30,231.30,25,2400
BANKNIFTY22AUG38200CE,07/22/2022,10:43:00,228.65,228.65,228.50,228.50,50,2425
BANKNIFTY22AUG38200CE,07/22/2022,10:47:00,230.30,230.30,230.30,230.30,75,2450
BANKNIFTY22AUG38200CE,07/22/2022,10:49:00,232.00,232.00,232.00,232.00,50,2450
BANKNIFTY22AUG38200CE,07/22/2022,10:51:00,230.80,230.80,230.80,230.80,25,2500
BANKNIFTY22AUG38200CE,07/22/2022,10:52:00,227.85,227.85,227.85,227.85,25,2500
BANKNIFTY22AUG38200CE,07/22/2022,10:57:00,227.80,227.80,227.80,227.80,25,2525
BANKNIFTY22AUG38200CE,07/22/2022,10:58:00,227.85,227.85,227.85,227.85,25,2525
BANKNIFTY22AUG38200CE,07/22/2022,11:02:00,227.75,227.75,227.75,227.75,25,2550
BANKNIFTY22AUG38200CE,07/22/2022,11:11:00,224.55,224.55,224.55,224.55,125,2550
BANKNIFTY22AUG38200CE,07/22/2022,11:19:00,227.25,227.25,227.25,227.25,50,2500
BANKNIFTY22AUG38200CE,07/22/2022,11:20:00,224.85,224.85,223.85,224.35,125,2500
BANKNIFTY22AUG38200CE,07/22/2022,11:21:00,224.35,224.35,224.35,224.35,275,2550
BANKNIFTY22AUG38200CE,07/22/2022,11:22:00,226.75,226.75,226.75,226.75,325,2550
BANKNIFTY22AUG38200CE,07/22/2022,11:25:00,224.35,224.35,224.35,224.35,25,2825
BANKNIFTY22AUG38200CE,07/22/2022,11:27:00,225.50,225.50,225.50,225.50,25,2850
BANKNIFTY22AUG38200CE,07/22/2022,11:28:00,224.35,224.35,219.70,219.70,225,2850
BANKNIFTY22AUG38200CE,07/22/2022,11:32:00,217.85,219.65,217.85,219.65,600,3025
