<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY22SEP36100PE,07/13/2022,11:25:00,1700.70,1700.70,1700.70,1700.70,26,0
BANKNIFTY22SEP36100PE,07/15/2022,12:50:00,1991.70,1991.70,1991.70,1991.70,26,25
BANKNIFTY22SEP36100PE,07/15/2022,13:10:00,1963.85,1963.85,1963.85,1963.85,25,50
BANKNIFTY22SEP36100PE,07/15/2022,13:14:00,1958.05,1958.05,1958.05,1958.05,25,75
BANKNIFTY22SEP36100PE,07/19/2022,09:48:00,1466.50,1466.50,1466.50,1466.50,26,100
BANKNIFTY22SEP36100PE,07/19/2022,10:10:00,1415.55,1415.55,1415.55,1415.55,25,125
BANKNIFTY22SEP36100PE,07/19/2022,10:49:00,1381.80,1381.80,1381.80,1381.80,25,150
BANKNIFTY22SEP36100PE,07/19/2022,11:10:00,1326.70,1326.70,1326.70,1326.70,25,175
BANKNIFTY22SEP36100PE,07/19/2022,12:18:00,1326.70,1326.70,1326.70,1326.70,25,200
BANKNIFTY22SEP36100PE,07/20/2022,14:44:00,1163.75,1163.75,1163.75,1163.75,26,175
BANKNIFTY22SEP36100PE,07/22/2022,13:01:00,883.60,883.60,883.60,883.60,26,150
BANKNIFTY22SEP36100PE,07/22/2022,13:27:00,899.65,899.65,899.65,899.65,25,125
BANKNIFTY22SEP36100PE,07/22/2022,14:34:00,899.65,899.65,899.65,899.65,25,100
BANKNIFTY22SEP36100PE,07/22/2022,15:21:00,854.95,854.95,854.95,854.95,25,75
BANKNIFTY22SEP36100PE,07/25/2022,09:32:00,820.95,820.95,820.95,820.95,26,75
BANKNIFTY22SEP36100PE,07/25/2022,15:00:00,856.65,856.65,856.65,856.65,25,75
BANKNIFTY22SEP36100PE,07/25/2022,15:14:00,883.40,883.40,883.40,883.40,25,75
BANKNIFTY22SEP36100PE,07/26/2022,14:01:00,1015.10,1015.10,1012.10,1012.10,77,100
BANKNIFTY22SEP36100PE,07/28/2022,15:04:00,604.30,604.30,604.30,604.30,51,25
BANKNIFTY22SEP36100PE,07/29/2022,09:52:00,520.00,520.00,520.00,520.00,51,75
BANKNIFTY22SEP36100PE,07/29/2022,10:33:00,604.30,604.30,604.30,604.30,100,125
BANKNIFTY22SEP36100PE,07/29/2022,13:37:00,604.30,604.30,604.30,604.30,25,225
BANKNIFTY22SEP36100PE,07/29/2022,14:04:00,575.85,575.85,575.85,575.85,25,250
BANKNIFTY22SEP36100PE,07/29/2022,15:27:00,525.00,525.00,525.00,525.00,50,275
