<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY22DEC37500CE,07/08/2022,09:59:00,973.55,973.55,973.55,973.55,26,1925
BANKNIFTY22DEC37500CE,07/08/2022,10:30:00,1117.30,1117.30,1117.30,1117.30,125,1900
BANKNIFTY22DEC37500CE,07/08/2022,12:17:00,1000.00,1000.00,1000.00,1000.00,25,1775
BANKNIFTY22DEC37500CE,07/11/2022,14:23:00,1140.00,1140.00,1140.00,1140.00,26,1775
BANKNIFTY22DEC37500CE,07/12/2022,11:08:00,1050.00,1050.00,1050.00,1050.00,26,1800
BANKNIFTY22DEC37500CE,07/12/2022,11:11:00,1050.00,1050.00,1050.00,1050.00,25,1825
BANKNIFTY22DEC37500CE,07/12/2022,11:18:00,1025.00,1025.00,1025.00,1025.00,50,1850
BANKNIFTY22DEC37500CE,07/14/2022,09:39:00,860.00,860.00,860.00,860.00,26,1900
BANKNIFTY22DEC37500CE,07/14/2022,09:41:00,880.00,880.00,880.00,880.00,25,1900
BANKNIFTY22DEC37500CE,07/14/2022,09:44:00,880.00,880.00,880.00,880.00,25,1925
BANKNIFTY22DEC37500CE,07/14/2022,09:48:00,880.00,880.00,880.00,880.00,25,1925
BANKNIFTY22DEC37500CE,07/14/2022,09:51:00,890.00,890.00,890.00,890.00,25,1925
BANKNIFTY22DEC37500CE,07/14/2022,09:52:00,900.00,900.00,900.00,900.00,25,1925
BANKNIFTY22DEC37500CE,07/14/2022,09:53:00,930.00,930.00,930.00,930.00,25,1925
BANKNIFTY22DEC37500CE,07/14/2022,09:55:00,950.00,950.00,950.00,950.00,25,1925
BANKNIFTY22DEC37500CE,07/14/2022,10:36:00,950.00,950.00,950.00,950.00,25,1925
BANKNIFTY22DEC37500CE,07/14/2022,10:39:00,920.00,920.00,920.00,920.00,25,1925
BANKNIFTY22DEC37500CE,07/14/2022,11:22:00,920.00,920.00,920.00,920.00,25,1925
BANKNIFTY22DEC37500CE,07/18/2022,10:40:00,700.00,700.00,700.00,700.00,26,1925
BANKNIFTY22DEC37500CE,07/18/2022,10:41:00,850.00,850.00,850.00,850.00,25,1925
BANKNIFTY22DEC37500CE,07/18/2022,10:42:00,900.00,900.00,900.00,900.00,50,1925
BANKNIFTY22DEC37500CE,07/18/2022,13:56:00,950.00,950.00,950.00,950.00,25,1925
BANKNIFTY22DEC37500CE,07/18/2022,14:24:00,980.00,980.00,980.00,980.00,25,1975
BANKNIFTY22DEC37500CE,07/18/2022,14:30:00,980.00,980.00,980.00,980.00,25,1975
BANKNIFTY22DEC37500CE,07/18/2022,14:53:00,1000.00,1000.00,1000.00,1000.00,25,1950
BANKNIFTY22DEC37500CE,07/19/2022,09:50:00,1000.00,1000.00,1000.00,1000.00,26,1950
BANKNIFTY22DEC37500CE,07/19/2022,14:28:00,1100.00,1100.00,1100.00,1100.00,25,1950
BANKNIFTY22DEC37500CE,07/20/2022,09:32:00,1100.00,1100.00,1100.00,1100.00,26,1950
BANKNIFTY22DEC37500CE,07/20/2022,09:35:00,1200.00,1200.00,1200.00,1200.00,25,1975
BANKNIFTY22DEC37500CE,07/20/2022,09:41:00,1250.00,1250.00,1250.00,1250.00,50,1975
BANKNIFTY22DEC37500CE,07/20/2022,09:56:00,1250.00,1250.00,1250.00,1250.00,25,1975
BANKNIFTY22DEC37500CE,07/20/2022,09:57:00,1259.85,1259.85,1259.85,1259.85,25,2000
BANKNIFTY22DEC37500CE,07/20/2022,10:04:00,1300.00,1300.00,1300.00,1300.00,25,1975
BANKNIFTY22DEC37500CE,07/20/2022,10:20:00,1300.00,1300.00,1300.00,1300.00,25,1950
BANKNIFTY22DEC37500CE,07/20/2022,10:21:00,1270.00,1270.00,1270.00,1270.00,25,1950
BANKNIFTY22DEC37500CE,07/20/2022,10:29:00,1280.00,1280.00,1280.00,1280.00,25,1950
BANKNIFTY22DEC37500CE,07/20/2022,11:07:00,1320.80,1320.80,1320.80,1320.80,50,1925
BANKNIFTY22DEC37500CE,07/20/2022,12:04:00,1320.80,1320.80,1320.80,1320.80,25,1925
BANKNIFTY22DEC37500CE,07/20/2022,12:32:00,1270.00,1270.00,1270.00,1270.00,25,1925
BANKNIFTY22DEC37500CE,07/20/2022,12:47:00,1300.00,1300.00,1300.00,1300.00,25,1925
BANKNIFTY22DEC37500CE,07/20/2022,13:20:00,1250.00,1250.00,1250.00,1250.00,25,1925
BANKNIFTY22DEC37500CE,07/20/2022,13:21:00,1250.00,1250.00,1250.00,1250.00,25,1925
BANKNIFTY22DEC37500CE,07/20/2022,13:24:00,1380.00,1380.00,1380.00,1380.00,150,1925
