<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY22DEC36000PE,07/01/2022,13:44:00,3050.00,3050.00,3050.00,3050.00,26,825
BANKNIFTY22DEC36000PE,07/04/2022,14:59:00,2700.00,2700.00,2700.00,2700.00,26,825
BANKNIFTY22DEC36000PE,07/05/2022,09:52:00,2500.00,2500.00,2500.00,2500.00,26,800
BANKNIFTY22DEC36000PE,07/05/2022,10:15:00,2500.00,2500.00,2500.00,2500.00,25,800
BANKNIFTY22DEC36000PE,07/06/2022,10:50:00,2600.00,2600.00,2600.00,2600.00,26,800
BANKNIFTY22DEC36000PE,07/06/2022,14:47:00,2799.95,2799.95,2799.95,2799.95,25,800
BANKNIFTY22DEC36000PE,07/07/2022,10:33:00,2430.00,2430.00,2430.00,2430.00,26,775
BANKNIFTY22DEC36000PE,07/07/2022,15:02:00,2230.00,2230.00,2230.00,2230.00,25,775
BANKNIFTY22DEC36000PE,07/08/2022,09:29:00,2216.25,2216.25,2216.25,2216.25,51,800
BANKNIFTY22DEC36000PE,07/08/2022,09:30:00,2249.85,2249.85,2249.85,2249.85,25,800
BANKNIFTY22DEC36000PE,07/08/2022,09:50:00,2249.85,2249.85,2249.85,2249.85,25,800
BANKNIFTY22DEC36000PE,07/08/2022,10:11:00,2130.00,2130.00,2130.00,2130.00,50,800
BANKNIFTY22DEC36000PE,07/08/2022,10:40:00,2165.00,2165.00,2165.00,2165.00,25,775
BANKNIFTY22DEC36000PE,07/08/2022,11:24:00,2160.00,2160.00,2160.00,2160.00,25,800
BANKNIFTY22DEC36000PE,07/08/2022,12:18:00,2100.00,2100.00,2100.00,2100.00,25,825
BANKNIFTY22DEC36000PE,07/08/2022,15:28:00,2099.95,2099.95,2099.95,2099.95,50,850
BANKNIFTY22DEC36000PE,07/11/2022,11:47:00,2045.00,2045.00,2045.00,2045.00,26,850
BANKNIFTY22DEC36000PE,07/13/2022,12:20:00,1450.00,1450.00,1450.00,1450.00,26,875
BANKNIFTY22DEC36000PE,07/14/2022,10:14:00,2371.65,2371.70,2371.65,2371.70,52,900
BANKNIFTY22DEC36000PE,07/14/2022,13:11:00,2412.25,2412.25,2412.25,2412.25,50,850
BANKNIFTY22DEC36000PE,07/14/2022,13:27:00,2413.00,2413.00,2413.00,2413.00,50,800
BANKNIFTY22DEC36000PE,07/18/2022,15:27:00,1934.95,1935.00,1934.95,1935.00,51,800
BANKNIFTY22DEC36000PE,07/19/2022,10:16:00,1700.00,1700.00,1700.00,1700.00,26,825
BANKNIFTY22DEC36000PE,07/19/2022,10:18:00,1700.00,1700.00,1700.00,1700.00,100,850
BANKNIFTY22DEC36000PE,07/19/2022,10:53:00,1780.00,1799.00,1780.00,1799.00,75,950
BANKNIFTY22DEC36000PE,07/19/2022,10:54:00,1800.00,1800.00,1800.00,1800.00,75,950
BANKNIFTY22DEC36000PE,07/19/2022,13:07:00,1838.10,1838.10,1838.10,1838.10,50,975
BANKNIFTY22DEC36000PE,07/20/2022,09:33:00,1699.95,1699.95,1699.95,1699.95,26,1000
