<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY22JUL38000CE,07/01/2022,09:15:00,18.80,18.85,18.80,18.85,102,109625
BANKNIFTY22JUL38000CE,07/01/2022,09:16:00,18.45,18.45,14.60,14.60,925,109625
BANKNIFTY22JUL38000CE,07/01/2022,09:17:00,13.15,15.20,13.15,15.20,225,109625
BANKNIFTY22JUL38000CE,07/01/2022,09:18:00,15.85,15.85,15.85,15.85,275,109625
BANKNIFTY22JUL38000CE,07/01/2022,09:19:00,15.60,16.00,15.60,16.00,525,109625
BANKNIFTY22JUL38000CE,07/01/2022,09:20:00,16.55,16.75,16.55,16.75,150,109325
BANKNIFTY22JUL38000CE,07/01/2022,09:21:00,16.85,16.85,16.85,16.85,150,109325
BANKNIFTY22JUL38000CE,07/01/2022,09:22:00,16.85,16.85,16.85,16.85,25,109325
BANKNIFTY22JUL38000CE,07/01/2022,09:23:00,17.25,17.25,17.25,17.25,200,109325
BANKNIFTY22JUL38000CE,07/01/2022,09:24:00,17.15,17.15,16.85,16.85,400,109325
BANKNIFTY22JUL38000CE,07/01/2022,09:25:00,17.25,17.50,17.25,17.50,175,109325
BANKNIFTY22JUL38000CE,07/01/2022,09:26:00,17.25,17.25,15.10,15.10,6000,109200
BANKNIFTY22JUL38000CE,07/01/2022,09:27:00,16.55,16.55,15.30,15.30,625,109200
BANKNIFTY22JUL38000CE,07/01/2022,09:28:00,15.65,15.65,15.65,15.65,25,109200
BANKNIFTY22JUL38000CE,07/01/2022,09:29:00,15.30,15.40,15.30,15.40,525,111025
BANKNIFTY22JUL38000CE,07/01/2022,09:30:00,15.45,15.45,15.30,15.45,2175,111025
BANKNIFTY22JUL38000CE,07/01/2022,09:31:00,15.70,15.70,15.45,15.45,1125,111025
BANKNIFTY22JUL38000CE,07/01/2022,09:32:00,15.35,15.35,14.90,14.90,625,111025
BANKNIFTY22JUL38000CE,07/01/2022,09:33:00,14.70,14.75,14.70,14.75,125,111025
BANKNIFTY22JUL38000CE,07/01/2022,09:34:00,14.75,15.30,14.75,15.25,9950,111025
BANKNIFTY22JUL38000CE,07/01/2022,09:36:00,15.00,16.00,15.00,16.00,300,112525
BANKNIFTY22JUL38000CE,07/01/2022,09:37:00,16.50,16.50,16.50,16.50,100,112525
BANKNIFTY22JUL38000CE,07/01/2022,09:39:00,16.40,16.40,16.40,16.40,25,112825
BANKNIFTY22JUL38000CE,07/01/2022,09:41:00,16.70,16.70,16.55,16.55,775,112850
BANKNIFTY22JUL38000CE,07/01/2022,09:42:00,16.35,16.35,15.90,15.90,2025,112850
BANKNIFTY22JUL38000CE,07/01/2022,09:43:00,16.70,16.70,16.40,16.40,375,112850
BANKNIFTY22JUL38000CE,07/01/2022,09:44:00,16.40,16.40,16.00,16.00,300,113950
BANKNIFTY22JUL38000CE,07/01/2022,09:45:00,16.35,16.35,16.35,16.35,25,113950
BANKNIFTY22JUL38000CE,07/01/2022,09:46:00,16.60,16.60,16.05,16.05,150,113950
BANKNIFTY22JUL38000CE,07/01/2022,09:47:00,17.00,17.00,16.95,16.95,400,113900
BANKNIFTY22JUL38000CE,07/01/2022,09:48:00,16.95,16.95,16.95,16.95,525,113900
BANKNIFTY22JUL38000CE,07/01/2022,09:49:00,16.80,16.80,16.80,16.80,400,113900
BANKNIFTY22JUL38000CE,07/01/2022,09:50:00,16.75,16.80,16.75,16.80,750,113900
BANKNIFTY22JUL38000CE,07/01/2022,09:51:00,16.80,16.80,16.75,16.75,75,114275
BANKNIFTY22JUL38000CE,07/01/2022,09:52:00,17.00,17.00,16.80,16.90,1050,114275
BANKNIFTY22JUL38000CE,07/01/2022,09:53:00,16.95,17.00,16.95,17.00,1175,114300
BANKNIFTY22JUL38000CE,07/01/2022,09:55:00,16.90,16.90,16.90,16.90,100,114300
BANKNIFTY22JUL38000CE,07/01/2022,09:56:00,17.00,17.00,17.00,17.00,25,114300
BANKNIFTY22JUL38000CE,07/01/2022,09:58:00,17.00,17.00,17.00,17.00,2150,114600
BANKNIFTY22JUL38000CE,07/01/2022,09:59:00,17.20,17.20,17.20,17.20,125,115150
BANKNIFTY22JUL38000CE,07/01/2022,10:00:00,17.00,17.00,17.00,17.00,25,115150
BANKNIFTY22JUL38000CE,07/01/2022,10:01:00,16.80,16.80,16.60,16.60,500,115150
BANKNIFTY22JUL38000CE,07/01/2022,10:02:00,16.80,16.80,16.80,16.80,50,115150
BANKNIFTY22JUL38000CE,07/01/2022,10:03:00,16.15,16.15,16.00,16.05,500,115150
BANKNIFTY22JUL38000CE,07/01/2022,10:04:00,16.10,16.10,15.90,15.90,125,115150
BANKNIFTY22JUL38000CE,07/01/2022,10:05:00,15.60,15.60,15.60,15.60,100,115150
