<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY22DEC39000PE,07/20/2022,15:11:00,3500.00,3500.00,3500.00,3500.00,26,0
BANKNIFTY22DEC39000PE,07/21/2022,15:05:00,3500.00,3500.00,3500.00,3500.00,26,25
BANKNIFTY22DEC39000PE,07/22/2022,09:57:00,3000.00,3000.00,3000.00,3000.00,26,50
BANKNIFTY22DEC39000PE,07/22/2022,12:05:00,3000.00,3000.00,3000.00,3000.00,25,50
BANKNIFTY22DEC39000PE,07/26/2022,14:21:00,3200.00,3200.00,3200.00,3200.00,26,75
BANKNIFTY22DEC39000PE,07/27/2022,10:05:00,3100.00,3100.00,3100.00,3100.00,26,100
BANKNIFTY22DEC39000PE,07/27/2022,11:56:00,3249.95,3249.95,3249.95,3249.95,25,100
BANKNIFTY22DEC39000PE,07/27/2022,11:59:00,3249.95,3249.95,3249.95,3249.95,25,125
BANKNIFTY22DEC39000PE,07/27/2022,15:28:00,2950.00,2950.00,2950.00,2950.00,25,125
BANKNIFTY22DEC39000PE,07/28/2022,09:23:00,2800.00,2800.00,2800.00,2800.00,26,150
BANKNIFTY22DEC39000PE,07/28/2022,11:55:00,2549.00,2549.00,2549.00,2549.00,25,150
BANKNIFTY22DEC39000PE,07/28/2022,12:01:00,2548.30,2548.30,2548.30,2548.30,25,150
BANKNIFTY22DEC39000PE,07/28/2022,12:06:00,2529.95,2529.95,2529.95,2529.95,25,175
BANKNIFTY22DEC39000PE,07/28/2022,13:55:00,2529.95,2529.95,2529.95,2529.95,25,175
BANKNIFTY22DEC39000PE,07/28/2022,15:19:00,2500.00,2500.00,2500.00,2500.00,25,200
BANKNIFTY22DEC39000PE,07/29/2022,09:36:00,2379.95,2379.95,2379.95,2379.95,26,225
BANKNIFTY22DEC39000PE,07/29/2022,09:37:00,2310.00,2310.00,2310.00,2310.00,25,225
BANKNIFTY22DEC39000PE,07/29/2022,10:15:00,2310.00,2310.00,2310.00,2310.00,50,225
BANKNIFTY22DEC39000PE,07/29/2022,10:17:00,2490.00,2490.00,2490.00,2490.00,25,275
BANKNIFTY22DEC39000PE,07/29/2022,10:19:00,2519.90,2519.90,2519.90,2519.90,25,275
