<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY22OCT37500CE,07/29/2022,10:00:00,1450.00,1450.00,1450.00,1450.00,26,0
BANKNIFTY22OCT37500CE,07/29/2022,10:26:00,1460.00,1460.00,1460.00,1460.00,25,25
BANKNIFTY22OCT37500CE,07/29/2022,10:27:00,1460.00,1460.00,1460.00,1460.00,25,50
BANKNIFTY22OCT37500CE,07/29/2022,10:33:00,1390.10,1390.10,1390.10,1390.10,25,75
BANKNIFTY22OCT37500CE,07/29/2022,10:48:00,1390.10,1390.10,1390.10,1390.10,25,75
BANKNIFTY22OCT37500CE,07/29/2022,10:54:00,1444.00,1444.00,1444.00,1444.00,75,75
BANKNIFTY22OCT37500CE,07/29/2022,11:03:00,1424.00,1424.00,1424.00,1424.00,75,150
BANKNIFTY22OCT37500CE,07/29/2022,11:04:00,1424.00,1424.00,1424.00,1424.00,50,150
BANKNIFTY22OCT37500CE,07/29/2022,11:58:00,1430.85,1430.85,1430.85,1430.85,25,150
BANKNIFTY22OCT37500CE,07/29/2022,12:25:00,1520.00,1520.00,1520.00,1520.00,25,300
BANKNIFTY22OCT37500CE,07/29/2022,12:41:00,1520.00,1520.00,1485.00,1485.00,50,300
BANKNIFTY22OCT37500CE,07/29/2022,12:42:00,1490.00,1490.00,1490.00,1490.00,25,350
BANKNIFTY22OCT37500CE,07/29/2022,13:58:00,1490.00,1490.00,1490.00,1490.00,125,375
BANKNIFTY22OCT37500CE,07/29/2022,14:03:00,1450.00,1450.00,1450.00,1450.00,25,375
BANKNIFTY22OCT37500CE,07/29/2022,14:11:00,1450.00,1450.00,1450.00,1450.00,25,400
BANKNIFTY22OCT37500CE,07/29/2022,14:12:00,1450.00,1450.00,1450.00,1450.00,25,400
BANKNIFTY22OCT37500CE,07/29/2022,14:24:00,1440.00,1440.00,1440.00,1440.00,25,400
BANKNIFTY22OCT37500CE,07/29/2022,14:36:00,1440.00,1440.00,1440.00,1440.00,50,425
BANKNIFTY22OCT37500CE,07/29/2022,14:45:00,1460.00,1460.00,1460.00,1460.00,25,425
BANKNIFTY22OCT37500CE,07/29/2022,14:46:00,1458.05,1458.05,1458.05,1458.05,25,425
BANKNIFTY22OCT37500CE,07/29/2022,14:58:00,1450.00,1450.00,1450.00,1450.00,25,450
BANKNIFTY22OCT37500CE,07/29/2022,15:00:00,1451.70,1451.70,1451.70,1451.70,25,475
BANKNIFTY22OCT37500CE,07/29/2022,15:07:00,1444.45,1444.45,1444.45,1444.45,100,500
BANKNIFTY22OCT37500CE,07/29/2022,15:08:00,1463.50,1463.50,1463.50,1463.50,50,500
BANKNIFTY22OCT37500CE,07/29/2022,15:10:00,1453.60,1453.60,1453.60,1453.60,50,650
BANKNIFTY22OCT37500CE,07/29/2022,15:12:00,1485.50,1485.50,1485.50,1485.50,25,700
BANKNIFTY22OCT37500CE,07/29/2022,15:13:00,1498.80,1498.80,1498.80,1498.80,25,700
BANKNIFTY22OCT37500CE,07/29/2022,15:17:00,1505.00,1505.00,1505.00,1505.00,25,750
BANKNIFTY22OCT37500CE,07/29/2022,15:24:00,1553.75,1553.75,1553.75,1553.75,25,750
