<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY22AUG32500PE,07/01/2022,09:20:00,909.90,909.90,909.90,909.90,26,18475
BANKNIFTY22AUG32500PE,07/01/2022,09:21:00,900.00,900.00,900.00,900.00,25,18475
BANKNIFTY22AUG32500PE,07/01/2022,09:24:00,890.00,890.00,890.00,890.00,50,18500
BANKNIFTY22AUG32500PE,07/01/2022,09:25:00,875.00,875.00,875.00,875.00,25,18500
BANKNIFTY22AUG32500PE,07/01/2022,09:26:00,875.00,875.00,875.00,875.00,25,18575
BANKNIFTY22AUG32500PE,07/01/2022,09:27:00,877.15,877.15,877.15,877.15,25,18575
BANKNIFTY22AUG32500PE,07/01/2022,09:30:00,899.00,899.00,899.00,899.00,100,18625
BANKNIFTY22AUG32500PE,07/01/2022,09:33:00,890.60,890.60,890.60,890.60,50,18725
BANKNIFTY22AUG32500PE,07/01/2022,09:36:00,875.00,881.50,875.00,881.50,50,18750
BANKNIFTY22AUG32500PE,07/01/2022,09:39:00,896.30,896.30,896.30,896.30,50,18750
BANKNIFTY22AUG32500PE,07/01/2022,09:44:00,879.25,879.25,879.25,879.25,100,18800
BANKNIFTY22AUG32500PE,07/01/2022,09:46:00,879.95,882.30,879.95,882.30,150,18800
BANKNIFTY22AUG32500PE,07/01/2022,09:50:00,880.00,880.00,880.00,880.00,50,19050
BANKNIFTY22AUG32500PE,07/01/2022,09:51:00,882.75,882.75,882.75,882.75,25,19000
BANKNIFTY22AUG32500PE,07/01/2022,09:52:00,888.25,888.25,888.25,888.25,25,19000
BANKNIFTY22AUG32500PE,07/01/2022,09:53:00,882.55,882.55,882.55,882.55,25,19000
BANKNIFTY22AUG32500PE,07/01/2022,09:55:00,886.95,886.95,886.95,886.95,25,19025
BANKNIFTY22AUG32500PE,07/01/2022,09:58:00,871.50,871.50,871.50,871.50,25,19050
BANKNIFTY22AUG32500PE,07/01/2022,09:59:00,871.50,871.50,871.50,871.50,25,19075
BANKNIFTY22AUG32500PE,07/01/2022,10:02:00,869.95,869.95,869.95,869.95,50,19075
BANKNIFTY22AUG32500PE,07/01/2022,10:05:00,869.95,869.95,869.95,869.95,25,19100
BANKNIFTY22AUG32500PE,07/01/2022,10:08:00,900.00,900.00,900.00,900.00,25,19075
BANKNIFTY22AUG32500PE,07/01/2022,10:09:00,905.95,905.95,905.95,905.95,25,19075
BANKNIFTY22AUG32500PE,07/01/2022,10:10:00,902.85,902.85,902.85,902.85,50,19075
BANKNIFTY22AUG32500PE,07/01/2022,10:25:00,863.85,863.85,863.85,863.85,50,19125
BANKNIFTY22AUG32500PE,07/01/2022,10:29:00,856.00,856.00,856.00,856.00,50,19100
BANKNIFTY22AUG32500PE,07/01/2022,10:30:00,856.00,856.00,856.00,856.00,100,19100
BANKNIFTY22AUG32500PE,07/01/2022,10:31:00,850.05,850.05,850.05,850.05,25,19100
BANKNIFTY22AUG32500PE,07/01/2022,10:36:00,847.00,847.00,847.00,847.00,25,19150
BANKNIFTY22AUG32500PE,07/01/2022,10:37:00,842.00,842.00,842.00,842.00,25,19150
BANKNIFTY22AUG32500PE,07/01/2022,10:39:00,842.00,842.00,842.00,842.00,75,19175
BANKNIFTY22AUG32500PE,07/01/2022,10:42:00,838.85,838.85,838.85,838.85,25,19225
BANKNIFTY22AUG32500PE,07/01/2022,10:43:00,838.85,838.85,838.85,838.85,25,19225
BANKNIFTY22AUG32500PE,07/01/2022,10:51:00,852.55,852.55,852.55,852.55,25,19250
BANKNIFTY22AUG32500PE,07/01/2022,10:52:00,852.55,852.55,852.55,852.55,25,19250
BANKNIFTY22AUG32500PE,07/01/2022,10:55:00,842.15,842.15,842.15,842.15,25,19300
BANKNIFTY22AUG32500PE,07/01/2022,11:00:00,847.50,847.50,847.50,847.50,25,19325
BANKNIFTY22AUG32500PE,07/01/2022,11:02:00,847.15,847.15,847.15,847.15,25,19325
BANKNIFTY22AUG32500PE,07/01/2022,11:03:00,849.55,851.70,849.55,851.70,50,19325
BANKNIFTY22AUG32500PE,07/01/2022,11:07:00,849.75,849.75,849.75,849.75,50,19325
BANKNIFTY22AUG32500PE,07/01/2022,11:17:00,832.05,832.05,832.05,832.05,25,19375
BANKNIFTY22AUG32500PE,07/01/2022,11:18:00,832.05,832.05,832.05,832.05,25,19350
BANKNIFTY22AUG32500PE,07/01/2022,11:20:00,835.05,835.05,835.05,835.05,25,19350
BANKNIFTY22AUG32500PE,07/01/2022,11:21:00,828.95,828.95,828.95,828.95,25,19325
BANKNIFTY22AUG32500PE,07/01/2022,11:22:00,824.60,824.60,824.60,824.60,150,19325
BANKNIFTY22AUG32500PE,07/01/2022,11:25:00,823.60,823.60,823.60,823.60,25,19375
BANKNIFTY22AUG32500PE,07/01/2022,11:29:00,823.60,823.60,823.60,823.60,25,19375
BANKNIFTY22AUG32500PE,07/01/2022,11:37:00,823.60,823.60,823.60,823.60,25,19350
BANKNIFTY22AUG32500PE,07/01/2022,11:41:00,835.00,835.00,835.00,835.00,25,19375
BANKNIFTY22AUG32500PE,07/01/2022,11:42:00,828.00,828.00,828.00,828.00,25,19350
BANKNIFTY22AUG32500PE,07/01/2022,12:00:00,830.00,830.00,830.00,830.00,75,19325
BANKNIFTY22AUG32500PE,07/01/2022,12:02:00,834.05,834.05,834.05,834.05,25,19325
BANKNIFTY22AUG32500PE,07/01/2022,12:15:00,825.00,825.00,825.00,825.00,250,19250
BANKNIFTY22AUG32500PE,07/01/2022,12:29:00,825.00,825.00,825.00,825.00,25,19175
BANKNIFTY22AUG32500PE,07/01/2022,12:35:00,820.25,820.25,820.25,820.25,50,19175
BANKNIFTY22AUG32500PE,07/01/2022,12:43:00,823.30,823.30,823.30,823.30,25,19175
BANKNIFTY22AUG32500PE,07/01/2022,13:00:00,797.45,797.45,797.45,797.45,50,19200
BANKNIFTY22AUG32500PE,07/01/2022,13:10:00,774.95,774.95,774.95,774.95,200,19250
BANKNIFTY22AUG32500PE,07/01/2022,13:15:00,788.65,788.65,788.65,788.65,50,19275
BANKNIFTY22AUG32500PE,07/01/2022,13:16:00,785.70,785.70,785.70,785.70,50,19275
BANKNIFTY22AUG32500PE,07/01/2022,13:20:00,792.50,792.50,789.00,789.00,125,19325
BANKNIFTY22AUG32500PE,07/01/2022,13:21:00,780.50,780.50,775.00,775.00,50,19275
BANKNIFTY22AUG32500PE,07/01/2022,13:24:00,780.00,780.00,780.00,780.00,50,19300
BANKNIFTY22AUG32500PE,07/01/2022,13:27:00,783.90,783.90,783.90,783.90,100,19300
BANKNIFTY22AUG32500PE,07/01/2022,13:32:00,792.00,792.00,792.00,792.00,100,19300
BANKNIFTY22AUG32500PE,07/01/2022,13:38:00,791.65,791.65,791.65,791.65,50,19350
BANKNIFTY22AUG32500PE,07/01/2022,13:43:00,777.25,777.25,777.25,777.25,50,19300
BANKNIFTY22AUG32500PE,07/01/2022,13:45:00,764.85,764.85,764.85,764.85,25,19300
BANKNIFTY22AUG32500PE,07/01/2022,13:50:00,764.50,764.50,764.50,764.50,25,19325
BANKNIFTY22AUG32500PE,07/01/2022,14:04:00,764.50,764.50,764.50,764.50,25,19350
BANKNIFTY22AUG32500PE,07/01/2022,14:05:00,767.05,767.05,767.05,767.05,25,19350
BANKNIFTY22AUG32500PE,07/01/2022,14:06:00,770.00,770.00,770.00,770.00,25,19350
