<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY22SEP36200CE,07/14/2022,12:08:00,747.05,747.05,747.05,747.05,26,0
BANKNIFTY22SEP36200CE,07/14/2022,12:09:00,743.90,743.90,743.90,743.90,25,0
BANKNIFTY22SEP36200CE,07/14/2022,14:13:00,702.60,702.60,702.60,702.60,25,50
BANKNIFTY22SEP36200CE,07/19/2022,11:43:00,930.00,930.00,930.00,930.00,1001,75
BANKNIFTY22SEP36200CE,07/19/2022,12:13:00,954.40,954.40,954.40,954.40,1000,1075
BANKNIFTY22SEP36200CE,07/21/2022,15:25:00,1217.55,1217.55,1217.55,1217.55,26,100
BANKNIFTY22SEP36200CE,07/22/2022,14:17:00,1589.25,1589.25,1589.25,1589.25,26,125
BANKNIFTY22SEP36200CE,07/26/2022,09:46:00,1422.50,1422.50,1422.50,1422.50,26,100
BANKNIFTY22SEP36200CE,07/26/2022,09:56:00,1414.90,1414.90,1413.30,1413.30,50,125
BANKNIFTY22SEP36200CE,07/26/2022,10:02:00,1384.20,1384.20,1384.20,1384.20,25,175
BANKNIFTY22SEP36200CE,07/26/2022,10:07:00,1375.90,1375.90,1375.90,1375.90,25,200
BANKNIFTY22SEP36200CE,07/26/2022,10:11:00,1359.00,1359.00,1359.00,1359.00,25,225
BANKNIFTY22SEP36200CE,07/27/2022,09:51:00,1331.00,1331.00,1331.00,1331.00,26,250
