<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY2281134800CE,07/15/2022,09:38:00,735.00,735.00,735.00,735.00,26,0
BANKNIFTY2281134800CE,07/15/2022,09:49:00,735.00,735.00,735.00,735.00,25,25
BANKNIFTY2281134800CE,07/15/2022,15:00:00,735.00,735.00,735.00,735.00,25,50
BANKNIFTY2281134800CE,07/18/2022,09:29:00,771.55,771.55,771.55,771.55,26,75
BANKNIFTY2281134800CE,07/18/2022,10:55:00,803.80,803.80,803.80,803.80,25,75
BANKNIFTY2281134800CE,07/19/2022,09:46:00,1040.00,1040.00,1040.00,1040.00,26,50
BANKNIFTY2281134800CE,07/26/2022,11:17:00,1775.05,1775.10,1775.05,1775.10,52,25
BANKNIFTY2281134800CE,07/26/2022,14:41:00,1789.85,1789.85,1789.85,1789.85,25,50
BANKNIFTY2281134800CE,07/27/2022,09:50:00,1712.20,1712.20,1712.20,1712.20,26,25
