<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
BANKNIFTY22SEP27000CE,07/01/2022,11:32:00,6300.00,6300.00,6300.00,6300.00,26,0
BANKNIFTY22SEP27000CE,07/01/2022,11:33:00,6300.00,6300.00,6300.00,6300.00,125,25
BANKNIFTY22SEP27000CE,07/01/2022,11:34:00,6300.00,6300.00,6300.00,6300.00,50,25
BANKNIFTY22SEP27000CE,07/01/2022,13:52:00,6400.00,6400.00,6400.00,6400.00,75,200
BANKNIFTY22SEP27000CE,07/01/2022,13:53:00,6400.00,6400.00,6400.00,6400.00,25,200
BANKNIFTY22SEP27000CE,07/01/2022,14:01:00,6400.00,6400.00,6400.00,6400.00,100,300
BANKNIFTY22SEP27000CE,07/01/2022,15:26:00,6577.60,6577.60,6577.60,6577.60,50,400
BANKNIFTY22SEP27000CE,07/01/2022,15:27:00,6577.60,6577.60,6577.60,6577.60,150,400
BANKNIFTY22SEP27000CE,07/01/2022,15:29:00,6448.00,6500.00,6400.00,6400.00,400,600
BANKNIFTY22SEP27000CE,07/04/2022,10:09:00,6599.00,6599.00,6599.00,6599.00,101,1000
BANKNIFTY22SEP27000CE,07/05/2022,15:02:00,7260.00,7260.00,7260.00,7260.00,51,1100
BANKNIFTY22SEP27000CE,07/05/2022,15:03:00,7300.00,7300.00,7300.00,7300.00,50,1100
BANKNIFTY22SEP27000CE,07/05/2022,15:04:00,7300.00,7300.00,7099.95,7099.95,200,1100
BANKNIFTY22SEP27000CE,07/05/2022,15:05:00,7000.00,7000.00,7000.00,7000.00,50,1100
BANKNIFTY22SEP27000CE,07/05/2022,15:06:00,7000.00,7000.00,7000.00,7000.00,25,1100
BANKNIFTY22SEP27000CE,07/05/2022,15:13:00,7078.60,7078.60,7078.60,7078.60,25,1100
BANKNIFTY22SEP27000CE,07/14/2022,14:37:00,7432.55,7432.55,7317.25,7317.25,327,1100
BANKNIFTY22SEP27000CE,07/27/2022,12:50:00,9639.00,9640.00,9639.00,9640.00,501,1100
BANKNIFTY22SEP27000CE,07/27/2022,13:44:00,9717.50,9717.50,9717.50,9717.50,25,1600
BANKNIFTY22SEP27000CE,07/27/2022,13:47:00,9717.50,9717.50,9706.75,9706.75,75,1600
BANKNIFTY22SEP27000CE,07/28/2022,12:41:00,10199.00,10199.00,10199.00,10199.00,501,1600
BANKNIFTY22SEP27000CE,07/28/2022,12:42:00,10250.00,10250.00,10250.00,10250.00,275,1600
BANKNIFTY22SEP27000CE,07/28/2022,12:43:00,10250.00,10250.00,10250.00,10250.00,225,2375
BANKNIFTY22SEP27000CE,07/29/2022,10:46:00,9520.25,9520.25,9520.25,9520.25,251,2600
BANKNIFTY22SEP27000CE,07/29/2022,10:47:00,10300.00,10300.00,10300.00,10300.00,200,2900
BANKNIFTY22SEP27000CE,07/29/2022,10:48:00,10300.00,10300.00,10300.00,10300.00,50,2900
BANKNIFTY22SEP27000CE,07/29/2022,10:51:00,10300.00,10300.00,10300.00,10300.00,150,3100
BANKNIFTY22SEP27000CE,07/29/2022,10:53:00,10300.00,10300.00,10300.00,10300.00,100,3100
